Term 1,Term 2,Term 3,Frequency of Trigram,"Frequency of Context (Term 1, Term 2)",Conditional Probability
jajaja,creo,que,1,1,1.0
esta,bien,",",1,3,0.3333333333333333
de,la,intro,1,20,0.05
dio,no,es,1,1,1.0
la,intro,aun,1,1,1.0
intro,aun,no,1,1,1.0
aun,no,lo,1,1,1.0
no,lo,checo,1,4,0.25
lo,checo,xd,1,2,0.5
checo,xd,>,1,1,1.0
<,a,hacerla,1,69,0.014492753623188406
a,hacerla,?,1,1,1.0
hacerla,?,>,1,1,1.0
sip,",",voy,1,15,0.06666666666666667
",",voy,>,1,1,1.0
<,a,también,1,69,0.014492753623188406
no,es,jajaj,1,6,0.16666666666666666
las,dio,no,1,1,1.0
en,cómputo,?,1,1,1.0
puedes,pasar,tus,1,1,1.0
<,porfa,>,1,2,0.5
<,jjajajjajaja,bueno,1,1,1.0
jjajajjajaja,bueno,xd,1,1,1.0
<,irving,pásame,1,1,1.0
irving,pásame,las,1,1,1.0
pásame,las,capturas,1,1,1.0
las,capturas,>,1,1,1.0
<,vava,>,1,4,0.25
<,oye,irving,1,36,0.027777777777777776
irving,",",me,1,4,0.25
",",me,puedes,1,3,0.3333333333333333
me,puedes,pasar,1,2,0.5
pasar,tus,referencias,1,1,1.0
te,las,dio,1,2,0.5
tus,referencias,pero,1,1,1.0
referencias,pero,con,1,1,1.0
pero,con,formato,1,1,1.0
con,formato,iso,1,1,1.0
formato,iso,?,1,1,1.0
iso,?,>,1,1,1.0
es,que,con,1,29,0.034482758620689655
que,con,el,1,2,0.5
con,el,formato,1,4,0.25
el,formato,que,1,1,1.0
formato,que,te,1,1,1.0
que,te,las,1,7,0.14285714285714285
jajajaj,xd,pero,1,1,1.0
xd,pero,le,1,1,1.0
pero,le,decía,1,1,1.0
hacen,algo,importante,1,1,1.0
si,llego,el,1,1,1.0
llego,el,de,1,1,1.0
el,de,cómputo,1,4,0.25
de,cómputo,?,1,1,1.0
<,entonces,se,1,4,0.25
entonces,se,fueron,1,1,1.0
se,fueron,a,1,1,1.0
fueron,a,lab,1,1,1.0
a,lab,?,1,1,1.0
lab,?,>,1,1,1.0
<,nooooo,jajajajaja,1,1,1.0
nooooo,jajajajaja,ya,1,1,1.0
jajajajaja,ya,valió,1,1,1.0
ya,valió,>,1,1,1.0
<,aaaa,ya,1,1,1.0
aaaa,ya,",",1,1,1.0
ya,",",pero,1,3,0.3333333333333333
",",pero,entonces,1,19,0.05263157894736842
pero,entonces,si,1,1,1.0
entonces,si,fueron,1,5,0.2
si,fueron,varias,1,1,1.0
fueron,varias,historias,1,1,1.0
varias,historias,?,1,1,1.0
historias,?,>,1,1,1.0
a,ya,",",1,3,0.3333333333333333
ya,",",es,1,3,0.3333333333333333
que,según,se,1,2,0.5
entonces,si,llego,1,5,0.2
<,entonces,si,1,4,0.25
para,hoy,>,1,1,1.0
que,ya,hasta,1,11,0.09090909090909091
importante,en,hpc,1,1,1.0
en,hpc,me,1,1,1.0
hpc,me,avisas,1,1,1.0
me,avisas,>,1,1,1.0
",",si,entraste,1,14,0.07142857142857142
si,entraste,a,1,1,1.0
entraste,a,cómputo,1,1,1.0
a,cómputo,?,1,1,1.0
no,má,",",1,2,0.5
má,",",jajaja,1,1,1.0
",",jajaja,pensé,1,1,1.0
pensé,que,ya,1,4,0.25
ya,hasta,andaban,1,1,1.0
es,para,hoy,1,2,0.5
hasta,andaban,haciendo,1,1,1.0
andaban,haciendo,la,1,1,1.0
haciendo,la,actividad,1,1,1.0
la,actividad,de,1,2,0.5
actividad,de,las,1,1,1.0
de,las,historias,1,10,0.1
las,historias,",",1,2,0.5
historias,",",porque,1,1,1.0
",",porque,puso,1,7,0.14285714285714285
porque,puso,que,1,1,1.0
puso,que,es,1,1,1.0
que,es,para,1,6,0.16666666666666666
según,se,tienen,1,1,1.0
se,tienen,que,1,1,1.0
tienen,que,subir,1,1,1.0
<,oye,ya,1,36,0.027777777777777776
a,jajaja,no,1,10,0.1
jajaja,no,xd,1,3,0.3333333333333333
no,xd,>,1,2,0.5
<,ya,está,1,9,0.1111111111111111
ya,está,en,1,1,1.0
está,en,mi,1,1,1.0
en,mi,git,1,3,0.3333333333333333
mi,git,jajjaa,1,1,1.0
git,jajjaa,>,1,1,1.0
<,dónde,andas,1,2,0.5
<,correee,>,1,1,1.0
holaa,",",>,1,5,0.2
oye,ya,estás,1,4,0.25
después,del,descanso,1,2,0.5
ya,estás,haciendo,1,1,1.0
estás,haciendo,tu,1,1,1.0
haciendo,tu,examen,1,1,1.0
tu,examen,de,1,1,1.0
examen,de,web,1,1,1.0
de,web,?,1,2,0.5
a,bueno,bueno,1,10,0.1
bueno,bueno,",",1,2,0.5
es,que,tengo,1,29,0.034482758620689655
que,tengo,duda,1,2,0.5
tengo,duda,",",1,1,1.0
duda,",",recuerdas,1,1,1.0
del,descanso,>,1,1,1.0
llegar,después,del,1,1,1.0
que,subir,todas,1,1,1.0
pues,entonces,si,1,2,0.5
subir,todas,las,1,1,1.0
todas,las,historias,1,1,1.0
las,historias,>,1,2,0.5
<,si,las,1,28,0.03571428571428571
si,las,conseguiste,1,1,1.0
las,conseguiste,?,1,1,1.0
conseguiste,?,>,1,1,1.0
<,jajajaj,>,1,5,0.2
no,má,jajaja,1,2,0.5
má,jajaja,no,1,1,1.0
jajaja,no,pues,1,3,0.3333333333333333
no,pues,entonces,1,3,0.3333333333333333
entonces,si,yo,1,5,0.2
a,llegar,después,1,1,1.0
creo,que,con,1,21,0.047619047619047616
que,con,eso,1,2,0.5
a,jajaja,bueno,1,10,0.1
jajaja,bueno,va,1,3,0.3333333333333333
bueno,va,>,1,1,1.0
<,sip,si,1,37,0.02702702702702703
sip,si,iré,1,2,0.5
si,iré,",",1,1,1.0
iré,",",pero,1,1,1.0
",",pero,voy,1,19,0.05263157894736842
pero,voy,a,1,1,1.0
voy,a,llegar,1,9,0.1111111111111111
algo,importante,en,1,1,1.0
y,hacen,algo,1,1,1.0
le,decía,a,1,1,1.0
vas,y,hacen,1,1,1.0
te,la,llevo,1,3,0.3333333333333333
la,llevo,>,1,1,1.0
<,oye,aqui,1,36,0.027777777777777776
oye,aqui,esta,1,1,1.0
aqui,esta,lo,1,1,1.0
esta,lo,que,1,1,1.0
lo,que,hice,1,29,0.034482758620689655
que,hice,de,1,1,1.0
hice,de,analsis,1,2,0.5
de,analsis,de,1,1,1.0
analsis,de,datos,1,1,1.0
de,datos,",",1,5,0.2
datos,",",por,1,1,1.0
quieres,ver,jaja,1,2,0.5
ver,jaja,>,1,1,1.0
<,https://colab.research.google.com/drive/13qy2h4lcq_6emy51dbxb9-6hw-awnejg?usp=sharing,>,1,1,1.0
si,",",ahorita,1,15,0.06666666666666667
",",ahorita,te,1,3,0.3333333333333333
te,lo,doy,1,2,0.5
lo,doy,>,1,1,1.0
<,nos,vamos,1,2,0.5
nos,vamos,a,1,2,0.5
vamos,a,quedar,1,5,0.2
a,quedar,en,1,3,0.3333333333333333
quedar,en,el,1,1,1.0
en,el,salón,1,8,0.125
el,salón,>,1,1,1.0
",",mañana,te,1,2,0.5
sip,",",mañana,1,15,0.06666666666666667
<,https://www.kaggle.com/datasets/rohitudageri/credit-card-details,>,1,1,1.0
los,derrames,",",1,1,1.0
decía,a,ernesto,1,1,1.0
a,ernesto,que,1,3,0.3333333333333333
ernesto,que,podíamos,1,2,0.5
que,podíamos,usar,1,1,1.0
podíamos,usar,el,1,1,1.0
usar,el,que,1,1,1.0
el,que,sacamos,1,4,0.25
que,sacamos,con,1,2,0.5
sacamos,con,jisus,1,1,1.0
con,jisus,de,1,2,0.5
jisus,de,los,1,1,1.0
de,los,derrames,1,15,0.06666666666666667
derrames,",",porque,1,1,1.0
<,https://www.kaggle.com/datasets/shashwatwork/cerebral-stroke-predictionimbalaced-dataset,>,1,1,1.0
",",porque,le,1,7,0.14285714285714285
porque,le,pregunté,1,1,1.0
le,pregunté,a,1,1,1.0
pregunté,a,esme,1,1,1.0
a,esme,y,1,1,1.0
esme,y,dijo,1,3,0.3333333333333333
dijo,que,ellos,1,3,0.3333333333333333
que,ellos,usarían,1,1,1.0
ellos,usarían,>,1,1,1.0
<,otro,>,1,1,1.0
sip,",",es,1,15,0.06666666666666667
",",es,>,1,8,0.125
oye,",",lo,1,19,0.05263157894736842
lo,de,hpc,1,24,0.041666666666666664
de,hpc,dijiste,1,2,0.5
es,que,igual,1,29,0.034482758620689655
conferencia,?,>,1,1,1.0
<,:3,>,1,1,1.0
<,jaja,gracias,1,5,0.2
jaja,gracias,:3,1,1,1.0
",",si,vas,1,14,0.07142857142857142
si,vas,a,1,3,0.3333333333333333
ir,mañana,?,1,2,0.5
mañana,?,>,1,1,1.0
jaja,bueno,bueno,1,3,0.3333333333333333
bueno,bueno,jajaja,1,2,0.5
bueno,jajaja,es,1,1,1.0
jajaja,es,que,1,2,0.5
que,igual,nosotros,1,1,1.0
de,la,conferencia,1,20,0.05
igual,nosotros,andábamos,1,1,1.0
nosotros,andábamos,diciendo,1,1,1.0
andábamos,diciendo,que,1,1,1.0
diciendo,que,no,1,1,1.0
que,no,vamos,1,14,0.07142857142857142
no,vamos,a,1,1,1.0
a,ir,>,1,6,0.16666666666666666
<,chi,>,1,4,0.25
<,",",ya,1,3,0.3333333333333333
",",ya,si,1,3,0.3333333333333333
ya,si,vas,1,1,1.0
si,vas,y,1,3,0.3333333333333333
la,conferencia,?,1,1,1.0
foto,de,la,1,2,0.5
hpc,dijiste,que,1,1,1.0
de,nuestro,tema,1,1,1.0
dijiste,que,para,1,2,0.5
que,para,subir,1,1,1.0
para,subir,el,1,1,1.0
subir,el,pdf,1,1,1.0
el,pdf,solo,1,1,1.0
pdf,solo,tenemos,1,1,1.0
solo,tenemos,que,1,1,1.0
tenemos,que,poner,1,3,0.3333333333333333
que,poner,la,1,1,1.0
poner,la,conclusión,1,1,1.0
la,conclusión,de,1,3,0.3333333333333333
conclusión,de,nuestro,1,1,1.0
nuestro,tema,y,1,1,1.0
vava,gracias,>,1,2,0.5
tema,y,luego,1,1,1.0
y,luego,la,1,1,1.0
luego,la,introducción,1,1,1.0
la,introducción,y,1,2,0.5
introducción,y,conclusión,1,1,1.0
y,conclusión,general,1,1,1.0
conclusión,general,de,1,1,1.0
general,de,la,1,1,1.0
de,la,actividad,1,20,0.05
la,actividad,?,1,2,0.5
actividad,?,>,1,1,1.0
a,vava,gracias,1,9,0.1111111111111111
o,jajajaja,rayos,1,2,0.5
exámenes,?,>,1,1,1.0
los,exámenes,?,1,1,1.0
te,vea,te,1,1,1.0
la,mañana,>,1,2,0.5
hola,jaja,oye,1,3,0.3333333333333333
jaja,oye,",",1,1,1.0
oye,",",estaba,1,19,0.05263157894736842
",",estaba,checando,1,1,1.0
estaba,checando,los,1,2,0.5
checando,los,grupos,1,1,1.0
los,grupos,",",1,1,1.0
grupos,",",y,1,1,1.0
",",y,pues,1,4,0.25
y,pues,estaba,1,5,0.2
pues,estaba,viendo,1,1,1.0
estaba,viendo,que,1,1,1.0
viendo,que,si,1,1,1.0
quieres,",",pues,1,2,0.5
",",pues,sería,1,5,0.2
pues,sería,que,1,1,1.0
sería,que,dieras,1,1,1.0
que,dieras,de,1,1,1.0
dieras,de,baja,1,1,1.0
de,baja,progra,1,1,1.0
baja,progra,para,1,1,1.0
progra,para,ciencia,1,1,1.0
para,ciencia,de,1,1,1.0
ciencia,de,datos,1,1,1.0
metieras,en,la,1,2,0.5
en,la,mañana,1,7,0.14285714285714285
de,la,mañana,1,20,0.05
clases,de,la,1,1,1.0
3,clases,de,1,2,0.5
te,inscribiste,?,1,1,1.0
te,doy,tu,1,1,1.0
doy,tu,regalo,1,1,1.0
tu,regalo,atrasado,1,1,1.0
regalo,atrasado,☺,1,1,1.0
atrasado,☺,️,1,1,1.0
cierto,",",como,1,2,0.5
",",como,te,1,1,1.0
como,te,fue,1,1,1.0
te,fue,?,1,2,0.5
en,qué,grupo,1,3,0.3333333333333333
qué,grupo,te,1,1,1.0
grupo,te,inscribiste,1,1,1.0
inscribiste,?,>,1,1,1.0
las,3,clases,1,2,0.5
<,o,ya,1,9,0.1111111111111111
o,ya,ya,1,2,0.5
ya,ya,ya,1,3,0.3333333333333333
ya,ya,",",1,3,0.3333333333333333
ya,",",está,1,3,0.3333333333333333
",",está,bien,1,1,1.0
bien,",",entonces,1,5,0.2
",",entonces,nos,1,4,0.25
entonces,nos,veremos,1,1,1.0
nos,veremos,en,1,1,1.0
veremos,en,las,1,1,1.0
en,las,3,1,1,1.0
la,mañana,porque,1,2,0.5
mañana,porque,aún,1,1,1.0
porque,aún,hay,1,1,1.0
que,si,este,1,15,0.06666666666666667
a,las,6,1,1,1.0
las,6,>,1,1,1.0
<,mira,",",1,2,0.5
mira,",",según,1,1,1.0
según,yo,seria,1,4,0.25
yo,seria,así,1,1,1.0
seria,así,ya,1,1,1.0
así,ya,nada,1,1,1.0
ya,nada,mas,1,1,1.0
nada,mas,checa,1,2,0.5
mas,checa,que,1,1,1.0
checa,que,si,1,1,1.0
este,bien,jajaja,1,2,0.5
los,días,a,1,1,1.0
a,no,espera,1,7,0.14285714285714285
no,espera,",",1,1,1.0
espera,",",no,1,1,1.0
",",no,tienes,1,7,0.14285714285714285
no,tienes,algoritmos,1,2,0.5
tienes,algoritmos,jajaj,1,1,1.0
algoritmos,jajaj,>,1,1,1.0
<,bueno,es,1,2,0.5
bueno,es,lo,1,1,1.0
es,lo,mismo,1,5,0.2
mismo,pero,sin,1,2,0.5
pero,sin,la,1,2,0.5
días,a,las,1,1,1.0
todos,los,días,1,1,1.0
aún,hay,3,1,1,1.0
estructura,de,datos,1,1,1.0
hay,3,lugares,1,1,1.0
3,lugares,",",1,1,1.0
lugares,",",y,1,1,1.0
",",y,también,1,4,0.25
y,también,que,1,3,0.3333333333333333
también,que,quitarás,1,1,1.0
que,quitarás,la,1,1,1.0
quitarás,la,de,1,1,1.0
la,de,algoritmos,1,5,0.2
de,algoritmos,y,1,1,1.0
algoritmos,y,estructura,1,1,1.0
y,estructura,de,1,1,1.0
metieras,en,el,1,2,0.5
saldrías,todos,los,1,1,1.0
en,el,2av2,1,8,0.125
el,2av2,",",1,1,1.0
2av2,",",ahí,1,1,1.0
",",ahí,queda,1,2,0.5
ahí,queda,1,1,1,1.0
queda,1,lugar,1,1,1.0
1,lugar,y,1,1,1.0
lugar,y,pues,1,1,1.0
y,pues,ya,1,5,0.2
pues,ya,así,1,4,0.25
ya,así,saldrías,1,2,0.5
así,saldrías,todos,1,1,1.0
vea,te,doy,1,1,1.0
cuando,te,vea,1,1,1.0
la,de,verde,1,5,0.2
pero,cuando,te,1,1,1.0
me,falta,el,1,1,1.0
falta,el,16,1,1,1.0
el,16,",",1,1,1.0
16,",",19,1,1,1.0
",",19,",",1,1,1.0
19,",",27,1,1,1.0
",",27,y,1,1,1.0
27,y,los,1,1,1.0
y,los,últimos,1,1,1.0
los,últimos,2,1,1,1.0
últimos,2,del,1,1,1.0
2,del,12,1,1,1.0
del,12,jajaj,1,1,1.0
12,jajaj,>,1,1,1.0
<,rayos,",",1,2,0.5
hola,jaja,",",1,3,0.3333333333333333
",",si,igual,1,14,0.07142857142857142
si,igual,anoté,1,1,1.0
igual,anoté,que,1,1,1.0
anoté,que,era,1,1,1.0
que,era,sustentabilidad,1,2,0.5
era,sustentabilidad,>,1,1,1.0
me,pasas,mis,1,9,0.1111111111111111
pasas,mis,fotitos,1,1,1.0
mis,fotitos,jajaja,1,1,1.0
fotitos,jajaja,porfa,1,1,1.0
jajaja,porfa,:3,1,1,1.0
que,me,falta,1,3,0.3333333333333333
es,que,me,1,29,0.034482758620689655
todos,?,>,1,1,1.0
de,las,últimas,1,10,0.1
me,pasas,las,1,9,0.1111111111111111
pasas,las,fotos,1,1,1.0
las,fotos,o,1,1,1.0
fotos,o,vídeos,1,1,1.0
o,vídeos,que,1,1,1.0
vídeos,que,sacamos,1,1,1.0
que,sacamos,de,1,2,0.5
sacamos,de,hoy,1,1,1.0
de,hoy,porfa,1,1,1.0
hoy,porfa,jajaja,1,1,1.0
<,sip,voy,1,37,0.02702702702702703
<,de,las,1,9,0.1111111111111111
las,últimas,del,1,1,1.0
tienes,todos,?,1,1,1.0
últimas,del,28,1,1,1.0
del,28,no,1,1,1.0
28,no,sé,1,1,1.0
sé,si,estén,1,4,0.25
si,estén,bien,1,1,1.0
estén,bien,jajaj,1,1,1.0
bien,jajaj,>,1,1,1.0
<,de,los,1,9,0.1111111111111111
de,los,anteriores,1,15,0.06666666666666667
los,anteriores,si,1,2,0.5
anteriores,si,tienes,1,1,1.0
si,tienes,todos,1,1,1.0
porfa,:3,>,1,1,1.0
",",sip,ahorita,1,8,0.125
sip,ahorita,te,1,1,1.0
feliz,día,irving,1,1,1.0
tienes,?,>,1,1,1.0
<,a,va,1,69,0.014492753623188406
a,va,va,1,1,1.0
va,va,gracias,1,1,1.0
va,gracias,ahorita,1,1,1.0
gracias,ahorita,lo,1,1,1.0
ahorita,lo,veo,1,1,1.0
lo,veo,>,1,1,1.0
<,https://meet.google.com/mox-fiad-xqi,>,1,1,1.0
<,holaaa,jeje,1,3,0.3333333333333333
holaaa,jeje,feliz,1,1,1.0
jeje,feliz,día,1,1,1.0
día,irving,",",1,1,1.0
que,ya,tienes,1,11,0.09090909090909091
irving,",",te,1,4,0.25
",",te,quiero,1,4,0.25
te,quiero,mucho,1,1,1.0
quiero,mucho,:3,1,1,1.0
mucho,:3,ya,1,1,1.0
:3,ya,no,1,1,1.0
ya,no,nos,1,4,0.25
no,nos,vimos,1,2,0.5
nos,vimos,en,1,1,1.0
vimos,en,vacaciones,1,2,0.5
en,vacaciones,pero,1,1,1.0
vacaciones,pero,cuando,1,1,1.0
ya,tienes,?,1,1,1.0
los,que,ya,1,1,1.0
te,lo,paso,1,2,0.5
de,calculo,?,1,1,1.0
lo,paso,>,1,1,1.0
holaa,:3,oye,1,2,0.5
irving,",",tendrás,1,4,0.25
",",tendrás,el,1,1,1.0
tendrás,el,último,1,1,1.0
el,último,ejercicio,1,2,0.5
último,ejercicio,del,1,1,1.0
ejercicio,del,1,1,1,1.0
del,1,del,1,1,1.0
1,del,problemario,1,1,1.0
del,problemario,de,1,1,1.0
problemario,de,calculo,1,1,1.0
calculo,?,>,1,1,1.0
son,los,que,1,1,1.0
<,y,el,1,12,0.08333333333333333
y,el,5,1,3,0.3333333333333333
el,5,jajaja,1,1,1.0
5,jajaja,>,1,1,1.0
sip,jaja,está,1,5,0.2
jaja,está,bien,1,1,1.0
<,",",gracias,1,3,0.3333333333333333
jaja,bueno,gracias,1,3,0.3333333333333333
bueno,gracias,",",1,1,1.0
gracias,",",cuáles,1,1,1.0
",",cuáles,son,1,1,1.0
cuáles,son,los,1,1,1.0
sin,la,de,1,1,1.0
de,verde,jajaj,1,1,1.0
entrego,los,exámenes,1,1,1.0
no,nos,valla,1,2,0.5
",",te,mando,1,4,0.25
te,mando,el,1,1,1.0
mando,el,que,1,1,1.0
el,que,tengo,1,4,0.25
que,tengo,de,1,2,0.5
tengo,de,los,1,1,1.0
los,2,ejercicios,1,2,0.5
2,ejercicios,>,1,1,1.0
<,y,del,1,12,0.08333333333333333
y,del,2do,1,1,1.0
del,2do,tengo,1,2,0.5
2do,tengo,2,1,1,1.0
tengo,2,uno,1,1,1.0
2,uno,es,1,1,1.0
uno,es,el,1,1,1.0
es,el,normal,1,5,0.2
el,normal,y,1,1,1.0
normal,y,el,1,1,1.0
y,el,otro,1,3,0.3333333333333333
el,otro,con,1,2,0.5
otro,con,las,1,1,1.0
con,las,alternativas,1,1,1.0
las,alternativas,>,1,1,1.0
holaa,",",pues,1,5,0.2
",",pues,no,1,5,0.2
pues,no,lo,1,1,1.0
no,lo,acabe,1,4,0.25
sip,",",te,1,15,0.06666666666666667
holaa,sip,",",1,1,1.0
<,holaa,sip,1,10,0.1
última,clase,o,1,1,1.0
valla,a,decir,1,1,1.0
a,decir,la,1,3,0.3333333333333333
decir,la,maestra,1,1,1.0
maestra,que,faltó,1,2,0.5
que,faltó,algo,1,1,1.0
faltó,algo,>,1,1,1.0
oye,te,vas,1,2,0.5
vas,a,quedar,1,5,0.2
a,quedar,a,1,3,0.3333333333333333
quedar,a,tu,1,1,1.0
a,tu,última,1,2,0.5
tu,última,clase,1,1,1.0
clase,o,ya,1,1,1.0
y,yo,>,1,2,0.5
o,ya,te,1,2,0.5
ya,te,vas,1,4,0.25
te,vas,?,1,3,0.3333333333333333
vas,?,>,1,1,1.0
a,si,es,1,5,0.2
que,ahorita,alomejor,1,4,0.25
ahorita,alomejor,ya,1,1,1.0
alomejor,ya,nos,1,1,1.0
ya,nos,vamos,1,2,0.5
nos,vamos,esme,1,2,0.5
vamos,esme,y,1,1,1.0
esme,y,yo,1,3,0.3333333333333333
lo,acabe,porque,1,1,1.0
acabe,porque,quedó,1,1,1.0
porque,quedó,todo,1,1,1.0
del,2do,lo,1,2,0.5
<,jajaja,de,1,20,0.05
jajaja,de,nada,1,1,1.0
<,o,solo,1,9,0.1111111111111111
o,solo,tengo,1,1,1.0
solo,tengo,el,1,1,1.0
tengo,el,del,1,1,1.0
el,del,primer,1,2,0.5
del,primer,parcial,1,1,1.0
primer,parcial,porque,1,1,1.0
parcial,porque,el,1,1,1.0
porque,el,del,1,1,1.0
el,del,2do,1,2,0.5
2do,lo,subió,1,1,1.0
covarianza,va,bien,1,1,1.0
lo,subió,diego,1,1,1.0
subió,diego,>,1,1,1.0
<,en,ese,1,3,0.3333333333333333
en,ese,10,1,1,1.0
ese,10,>,1,1,1.0
<,holaaa,oye,1,3,0.3333333333333333
holaaa,oye,irving,1,1,1.0
irving,",",el,1,4,0.25
",",el,de,1,1,1.0
el,de,web,1,4,0.25
de,web,entrego,1,2,0.5
web,entrego,los,1,1,1.0
va,bien,>,1,1,1.0
la,covarianza,va,1,2,0.5
quedó,todo,raro,1,1,1.0
pero,ye,mando,1,1,1.0
todo,raro,el,1,1,1.0
raro,el,resultado,1,1,1.0
el,resultado,de,1,1,1.0
resultado,de,la,1,1,1.0
la,covarianza,y,1,2,0.5
covarianza,y,siento,1,1,1.0
y,siento,que,1,1,1.0
siento,que,está,1,3,0.3333333333333333
que,está,mal,1,3,0.3333333333333333
está,mal,",",1,1,1.0
mal,",",pero,1,1,1.0
",",pero,ye,1,19,0.05263157894736842
ye,mando,hasta,1,1,1.0
antes,de,la,1,3,0.3333333333333333
mando,hasta,donde,1,1,1.0
hasta,donde,llegué,1,1,1.0
donde,llegué,>,1,1,1.0
<,y,bueno,1,12,0.08333333333333333
y,bueno,según,1,1,1.0
bueno,según,lo,1,1,1.0
que,hicimos,con,1,2,0.5
hicimos,con,jisus,1,1,1.0
con,jisus,",",1,2,0.5
jisus,",",hasta,1,1,1.0
",",hasta,antes,1,2,0.5
hasta,antes,de,1,1,1.0
nos,valla,a,1,1,1.0
que,no,nos,1,14,0.07142857142857142
verde,jajaj,>,1,1,1.0
asegurar,que,no,1,1,1.0
en,equipo,>,1,2,0.5
oye,te,paso,1,2,0.5
te,paso,lo,1,1,1.0
paso,lo,que,1,1,1.0
que,hicimos,hoy,1,2,0.5
hicimos,hoy,en,1,1,1.0
hoy,en,proba,1,1,1.0
en,proba,",",1,1,1.0
proba,",",bueno,1,1,1.0
",",bueno,en,1,4,0.25
bueno,en,realidad,1,1,1.0
en,realidad,es,1,1,1.0
realidad,es,solo,1,1,1.0
es,solo,copiar,1,2,0.5
solo,copiar,diapositivas,1,1,1.0
copiar,diapositivas,jaja,1,1,1.0
diapositivas,jaja,porque,1,1,1.0
jaja,porque,agrego,1,2,0.5
porque,agrego,unas,1,1,1.0
agrego,unas,y,1,1,1.0
unas,y,sería,1,1,1.0
y,sería,de,1,1,1.0
sería,de,la,1,1,1.0
de,la,31-33,1,20,0.05
la,31-33,",",1,1,1.0
31-33,",",hicimos,1,1,1.0
",",hicimos,el,1,1,1.0
es,en,equipo,1,3,0.3333333333333333
sip,si,es,1,2,0.5
",",sip,si,1,8,0.125
cambias,el,grupo,1,1,1.0
<,jajajajjaa,si,1,1,1.0
jajajajjaa,si,está,1,1,1.0
si,está,bien,1,1,1.0
bien,",",porque,1,5,0.2
",",porque,en,1,7,0.14285714285714285
porque,en,si,1,1,1.0
en,si,no,1,1,1.0
si,no,cambia,1,5,0.2
no,cambia,nada,1,1,1.0
cambia,nada,",",1,1,1.0
",",solo,cambias,1,2,0.5
solo,cambias,el,1,1,1.0
el,grupo,pero,1,2,0.5
noches,",",sip,1,1,1.0
grupo,pero,las,1,1,1.0
pero,las,materias,1,1,1.0
las,materias,son,1,1,1.0
materias,son,las,1,1,1.0
son,las,mismas,1,1,1.0
las,mismas,jajaj,1,1,1.0
mismas,jajaj,>,1,1,1.0
<,sip,☺,1,37,0.02702702702702703
sip,☺,️,1,1,1.0
holaa,:3,buenas,1,2,0.5
:3,buenas,noches,1,1,1.0
buenas,noches,",",1,1,1.0
hicimos,el,ejercicio,1,1,1.0
el,ejercicio,que,1,2,0.5
ejercicio,que,dejó,1,1,1.0
el,que,voy,1,4,0.25
3,sería,como,1,1,1.0
sería,como,el,1,2,0.5
como,el,software,1,1,1.0
el,software,porque,1,1,1.0
software,porque,lo,1,1,1.0
de,los,usos,1,15,0.06666666666666667
los,usos,sería,1,1,1.0
usos,sería,el,1,1,1.0
sería,el,2,1,1,1.0
el,2,que,1,1,1.0
2,que,es,1,1,1.0
es,el,que,1,5,0.2
voy,a,buscar,1,9,0.1111111111111111
para,el,3,1,4,0.25
a,buscar,>,1,1,1.0
<,si,es,1,28,0.03571428571428571
es,que,está,1,29,0.034482758620689655
que,está,medio,1,3,0.3333333333333333
está,medio,raro,1,1,1.0
medio,raro,pero,1,2,0.5
raro,pero,igual,1,1,1.0
pero,igual,es,1,2,0.5
igual,es,solo,1,1,1.0
es,solo,para,1,2,0.5
solo,para,asegurar,1,1,1.0
para,asegurar,que,1,1,1.0
el,3,sería,1,1,1.0
<,para,el,1,4,0.25
que,dejó,de,1,2,0.5
hacer,los,ejercicios,1,1,1.0
dejó,de,tarea,1,1,1.0
de,tarea,y,1,1,1.0
tarea,y,esto,1,1,1.0
y,esto,fue,1,2,0.5
esto,fue,lo,1,1,1.0
fue,lo,que,1,1,1.0
lo,que,apuntó,1,29,0.034482758620689655
que,apuntó,>,1,1,1.0
<,y,también,1,12,0.08333333333333333
y,también,dejo,1,3,0.3333333333333333
también,dejo,hacer,1,1,1.0
dejo,hacer,los,1,1,1.0
los,ejercicios,de,1,2,0.5
<,"https://web.seducoahuila.gob.mx/biblioweb/upload/abbott,%20edwin%20a.%20-%20planilandia.pdf",>,1,1,1.0
ejercicios,de,las,1,1,1.0
de,las,diapositivas,1,10,0.1
las,diapositivas,69,1,1,1.0
diapositivas,69,y,1,1,1.0
69,y,70,1,1,1.0
y,70,>,1,1,1.0
<,y,yap,1,12,0.08333333333333333
y,yap,>,1,1,1.0
holaa,",",sip,1,5,0.2
",",sip,voy,1,8,0.125
",",sip,es,1,8,0.125
sip,es,>,1,1,1.0
",",recuerdas,como,1,1,1.0
recuerdas,como,dijo,1,1,1.0
como,dijo,que,1,1,1.0
<,según,el,1,2,0.5
oye,una,duda,1,2,0.5
una,duda,jajaj,1,1,1.0
duda,jajaj,",",1,1,1.0
jajaj,",",la,1,1,1.0
",",la,de,1,2,0.5
la,de,metodología,1,5,0.2
de,metodología,dijo,1,1,1.0
metodología,dijo,algo,1,1,1.0
dijo,algo,de,1,1,1.0
algo,de,si,1,5,0.2
de,si,debíamos,1,1,1.0
si,debíamos,de,1,1,1.0
debíamos,de,corregir,1,1,1.0
de,corregir,lo,1,1,1.0
corregir,lo,que,1,1,1.0
lo,que,le,1,29,0.034482758620689655
