Term 1,Term 2,Term 3,Trigram Frequency,Context Frequency,Conditional Probability
|,Deja,t,1,3,0.3333333333333333
Deja,t,la,1,1,1.0
t,la,enseño,1,1,1.0
la,enseño,|,1,1,1.0
enseño,|,|,1,1,1.0
|,Ya,quede,1,63,0.015873015873015872
Ya,quede,|,1,1,1.0
quede,|,|,1,1,1.0
|,|,Recordaba,1,1565,0.0006389776357827476
|,Recordaba,q,1,1,1.0
Recordaba,q,tenia,1,1,1.0
q,tenia,rayitos,1,1,1.0
tenia,rayitos,rosas,1,1,1.0
rayitos,rosas,|,1,1,1.0
rosas,|,|,1,1,1.0
|,Pero,bueno,1,57,0.017543859649122806
Pero,bueno,ya,1,1,1.0
bueno,ya,no,1,1,1.0
ya,no,tiene,1,2,0.5
no,tiene,caso,1,1,1.0
tiene,caso,|,1,1,1.0
caso,|,|,1,1,1.0
|,Ya,la,1,63,0.015873015873015872
Ya,la,encontreee,1,1,1.0
la,encontreee,|,1,1,1.0
encontreee,|,|,1,1,1.0
|,|,Akeno,1,1565,0.0006389776357827476
|,Akeno,|,1,1,1.0
Akeno,|,|,1,1,1.0
|,Y,ve,1,38,0.02631578947368421
Y,ve,la,1,1,1.0
ve,la,estrella,1,1,1.0
la,estrella,en,1,1,1.0
estrella,en,su,1,1,1.0
en,su,ojo,1,3,0.3333333333333333
su,ojo,|,1,1,1.0
ojo,|,|,1,1,1.0
|,|,Vdd,2,1565,0.0012779552715654952
|,Vdd,q,2,2,1.0
Vdd,q,si,1,2,0.5
q,si,|,1,4,0.25
|,Deberian,hacerlo,1,2,0.5
Deberian,hacerlo,|,1,1,1.0
hacerlo,|,|,1,1,1.0
|,Yo,se,1,18,0.05555555555555555
Yo,se,q,1,1,1.0
se,q,todos,1,2,0.5
q,todos,pensamos,1,2,0.5
todos,pensamos,q,1,1,1.0
pensamos,q,es,1,1,1.0
q,es,una,1,3,0.3333333333333333
es,una,ai,1,1,1.0
una,ai,|,1,2,0.5
|,Me,ayudas,1,31,0.03225806451612903
Me,ayudas,?,1,1,1.0
ayudas,?,|,1,1,1.0
Y,ya,|,1,3,0.3333333333333333
|,De,donde,1,23,0.043478260869565216
De,donde,la,1,1,1.0
donde,la,sacaste,1,1,1.0
la,sacaste,?,1,1,1.0
sacaste,?,|,1,1,1.0
|,|,Tabn,3,1565,0.0019169329073482429
|,Tabn,|,2,3,0.6666666666666666
Tabn,|,|,2,2,1.0
|,Como,supiste,1,7,0.14285714285714285
Como,supiste,|,1,1,1.0
supiste,|,|,1,1,1.0
x,eso,mejor,1,2,0.5
eso,mejor,asi,1,1,1.0
mejor,asi,|,1,1,1.0
|,Me,la,1,31,0.03225806451612903
Me,la,crei,1,1,1.0
la,crei,|,1,1,1.0
crei,|,|,1,1,1.0
|,|,JAJAJAJ,2,1565,0.0012779552715654952
|,JAJAJAJ,|,1,2,0.5
JAJAJAJ,|,|,1,1,1.0
|,|,Andas,1,1565,0.0006389776357827476
|,Andas,bn,1,1,1.0
Andas,bn,alucin,1,1,1.0
bn,alucin,|,1,1,1.0
alucin,|,|,1,1,1.0
|,|,Seamos,1,1565,0.0006389776357827476
|,Seamos,jigumis,1,1,1.0
Seamos,jigumis,|,1,1,1.0
jigumis,|,|,2,2,1.0
|,Anda,di,2,3,0.6666666666666666
Anda,di,k,2,2,1.0
di,k,si,2,2,1.0
k,si,|,2,2,1.0
A,mi,tambien,1,3,0.3333333333333333
mi,tambien,|,1,1,1.0
tambien,|,|,1,1,1.0
|,Eres,el,1,2,0.5
Eres,el,unico,1,1,1.0
el,unico,q,1,1,1.0
unico,q,entiende,1,1,1.0
q,entiende,|,1,1,1.0
entiende,|,|,1,1,1.0
|,Con,q,1,4,0.25
Con,q,te,1,1,1.0
q,te,picaste,1,6,0.16666666666666666
te,picaste,?,1,1,1.0
picaste,?,|,1,1,1.0
|,No,los,2,77,0.025974025974025976
No,los,conocia,1,2,0.5
los,conocia,|,1,1,1.0
conocia,|,|,1,1,1.0
|,Se,ven,1,7,0.14285714285714285
Se,ven,feos,1,1,1.0
ven,feos,|,1,1,1.0
feos,|,|,1,1,1.0
Aca,igual,anda,1,2,0.5
igual,anda,lloviendo,1,1,1.0
anda,lloviendo,",",1,1,1.0
lloviendo,",",pero,1,1,1.0
",",pero,nomas,1,3,0.3333333333333333
pero,nomas,asi,1,1,1.0
nomas,asi,chispitas,1,1,1.0
asi,chispitas,|,1,1,1.0
chispitas,|,|,1,1,1.0
|,|,Awwww,1,1565,0.0006389776357827476
|,Awwww,|,1,1,1.0
Awwww,|,|,1,1,1.0
|,|,Ame,1,1565,0.0006389776357827476
|,Ame,|,1,1,1.0
Ame,|,|,1,1,1.0
|,|,Incomodo,1,1565,0.0006389776357827476
|,Incomodo,|,1,1,1.0
Incomodo,|,|,1,1,1.0
Pero,no,ai,1,14,0.07142857142857142
no,ai,de,1,1,1.0
ai,de,otra,1,1,1.0
de,otra,cuando,1,1,1.0
otra,cuando,esta,1,1,1.0
cuando,esta,fuerte,1,1,1.0
esta,fuerte,|,1,1,1.0
fuerte,|,|,1,1,1.0
|,Un,impermeable,1,4,0.25
Un,impermeable,x,1,1,1.0
impermeable,x,lo,1,1,1.0
x,lo,menos,1,1,1.0
lo,menos,|,1,1,1.0
menos,|,|,1,1,1.0
|,Kien,|,1,2,0.5
Kien,|,|,1,1,1.0
|,Aca,sigue,1,4,0.25
Aca,sigue,chispeando,1,1,1.0
sigue,chispeando,|,1,1,1.0
chispeando,|,|,1,1,1.0
Ya,toy,en,1,2,0.5
toy,en,ksita,1,1,1.0
en,ksita,|,1,1,1.0
ksita,|,|,1,1,1.0
Bien,",",a,1,2,0.5
",",a,ti,1,1,1.0
a,ti,q,1,4,0.25
ti,q,tal,1,1,1.0
|,Ja,q,1,2,0.5
Ja,q,nob,1,1,1.0
q,nob,|,1,1,1.0
nob,|,|,1,1,1.0
|,|,Fue,2,1565,0.0012779552715654952
|,Fue,coronel,1,2,0.5
Fue,coronel,|,1,1,1.0
coronel,|,|,1,1,1.0
|,A,donde,1,29,0.034482758620689655
A,donde,te,1,1,1.0
donde,te,llevaron,1,1,1.0
te,llevaron,?,1,1,1.0
llevaron,?,|,1,1,1.0
|,Muy,bn,1,3,0.3333333333333333
Muy,bn,|,1,1,1.0
|,Bn,lejos,1,2,0.5
Bn,lejos,cuanto,1,1,1.0
lejos,cuanto,?,1,1,1.0
cuanto,?,|,1,2,0.5
|,|,Noooo,2,1565,0.0012779552715654952
|,Noooo,|,2,2,1.0
Noooo,|,|,2,2,1.0
|,Okok,",",1,2,0.5
Okok,",",si,1,1,1.0
",",si,esta,1,2,0.5
si,esta,lejitos,1,2,0.5
esta,lejitos,|,1,1,1.0
lejitos,|,|,1,1,1.0
|,Te,la,1,11,0.09090909090909091
Te,la,paso,1,1,1.0
la,paso,|,1,1,1.0
paso,|,|,1,1,1.0
|,Hoy,salgo,1,6,0.16666666666666666
Hoy,salgo,a,1,1,1.0
salgo,a,la,1,1,1.0
a,la,1:30,1,2,0.5
la,1:30,|,1,1,1.0
1:30,|,|,1,1,1.0
|,Bueno,se,1,7,0.14285714285714285
Bueno,se,supone,1,1,1.0
se,supone,|,1,1,1.0
supone,|,|,1,1,1.0
|,Pq,mi,1,17,0.058823529411764705
Pq,mi,profe,1,1,1.0
mi,profe,luego,1,1,1.0
profe,luego,ni,1,1,1.0
luego,ni,viene,1,1,1.0
ni,viene,|,1,1,1.0
viene,|,|,1,1,1.0
|,Ni,si,1,4,0.25
Ni,si,quiera,1,1,1.0
si,quiera,me,1,1,1.0
quiera,me,gusta,1,1,1.0
me,gusta,kurko,1,4,0.25
gusta,kurko,q,1,1,1.0
kurko,q,dices,1,1,1.0
q,dices,|,2,2,1.0
|,Pues,en,1,4,0.25
Pues,en,si,1,1,1.0
en,si,me,1,1,1.0
si,me,gusta,1,4,0.25
me,gusta,mucho,1,4,0.25
gusta,mucho,rhcp,1,1,1.0
mucho,rhcp,|,1,1,1.0
rhcp,|,|,1,1,1.0
Pero,tmb,me,1,2,0.5
tmb,me,gusta,1,1,1.0
me,gusta,metallica,1,4,0.25
gusta,metallica,jjaja,1,1,1.0
metallica,jjaja,|,1,1,1.0
jjaja,|,|,1,1,1.0
|,|,Aunque,1,1565,0.0006389776357827476
|,Aunque,siento,1,1,1.0
Aunque,siento,que,1,1,1.0
siento,que,no,1,1,1.0
que,no,cuenta,1,2,0.5
no,cuenta,como,1,1,1.0
cuenta,como,rock,1,1,1.0
como,rock,|,1,1,1.0
rock,|,|,1,1,1.0
no,se,jajj,1,9,0.1111111111111111
se,jajj,|,1,1,1.0
jajj,|,|,1,1,1.0
Asi,q,si,2,5,0.4
q,si,",",1,4,0.25
si,",",red,1,2,0.5
",",red,hot,1,1,1.0
red,hot,chilli,1,1,1.0
hot,chilli,peppers,1,1,1.0
chilli,peppers,es,1,1,1.0
peppers,es,mi,1,1,1.0
es,mi,fav,1,1,1.0
mi,fav,|,1,2,0.5
fav,|,|,1,1,1.0
|,Tmb,muse,1,2,0.5
Tmb,muse,me,1,1,1.0
muse,me,gusta,1,1,1.0
me,gusta,|,1,4,0.25
gusta,|,|,1,1,1.0
|,Mmm,the,1,5,0.2
Mmm,the,strokes,1,1,1.0
the,strokes,|,1,1,1.0
strokes,|,|,1,1,1.0
|,|,Yyy,1,1565,0.0006389776357827476
|,Yyy,yo,1,1,1.0
Yyy,yo,creo,1,1,1.0
creo,q,kings,1,6,0.16666666666666666
q,kings,of,1,1,1.0
kings,of,leon,1,1,1.0
of,leon,|,1,1,1.0
leon,|,|,1,1,1.0
|,Aaaa,xcierto,1,8,0.125
Aaaa,xcierto,",",1,1,1.0
xcierto,",",ya,1,1,1.0
",",ya,escuchaste,1,3,0.3333333333333333
ya,escuchaste,la,1,1,1.0
escuchaste,la,dosis,1,1,1.0
la,dosis,diaria,1,1,1.0
dosis,diaria,de,1,1,1.0
diaria,de,nemonemo,1,1,1.0
de,nemonemo,?,1,1,1.0
nemonemo,?,|,2,2,1.0
|,Del,que,1,3,0.3333333333333333
Del,que,?,1,1,1.0
que,?,o.o,1,1,1.0
|,|,Ok,5,1565,0.003194888178913738
|,Ok,|,2,5,0.4
Ok,|,|,2,2,1.0
Aun,no,acaba,1,2,0.5
no,acaba,jajaj,1,1,1.0
acaba,jajaj,|,1,1,1.0
Asi,q,apurale,1,5,0.2
q,apurale,|,1,1,1.0
apurale,|,|,1,1,1.0
|,Avr,si,1,5,0.2
Avr,si,|,1,1,1.0
|,|,Siguele,1,1565,0.0006389776357827476
|,Siguele,|,1,1,1.0
Siguele,|,|,1,1,1.0
|,Q,a,1,26,0.038461538461538464
Q,a,gusto,1,1,1.0
a,gusto,|,1,1,1.0
gusto,|,|,1,1,1.0
|,Yo,vengo,1,18,0.05555555555555555
Yo,vengo,en,1,1,1.0
vengo,en,la,1,1,1.0
en,la,combi,1,10,0.1
la,combi,|,1,1,1.0
|,|,Hace,1,1565,0.0006389776357827476
|,Hace,frio,1,1,1.0
Hace,frio,?,1,1,1.0
frio,?,|,1,1,1.0
|,Si,te,3,98,0.030612244897959183
Si,te,dije,2,3,0.6666666666666666
te,dije,q,2,4,0.5
dije,q,luego,1,2,0.5
q,luego,va,1,2,0.5
luego,va,a,1,1,1.0
va,a,mi,1,4,0.25
a,mi,escuela,1,2,0.5
mi,escuela,?,1,4,0.25
escuela,?,XD,1,1,1.0
?,XD,|,1,1,1.0
q,si,es,1,4,0.25
si,es,medio,1,3,0.3333333333333333
es,medio,canon,1,1,1.0
medio,canon,|,1,1,1.0
|,Lo,normal,1,7,0.14285714285714285
Lo,normal,q,1,1,1.0
normal,q,dices,1,1,1.0
te,dije,|,1,4,0.25
dije,|,|,1,1,1.0
|,Lo,recuerdo,1,7,0.14285714285714285
Lo,recuerdo,|,1,1,1.0
recuerdo,|,|,1,1,1.0
|,Como,si,1,7,0.14285714285714285
Como,si,fuera,1,1,1.0
si,fuera,ayer,1,1,1.0
fuera,ayer,|,1,1,1.0
|,Pues,si,1,4,0.25
Pues,si,|,1,1,1.0
|,|,Creo,4,1565,0.0025559105431309905
|,Creo,q,4,4,1.0
Creo,q,tiene,1,4,0.25
q,tiene,su,1,1,1.0
tiene,su,novia,1,1,1.0
su,novia,en,1,1,1.0
novia,en,mi,1,1,1.0
en,mi,escuela,1,6,0.16666666666666666
mi,escuela,|,1,4,0.25
|,|,Entonces,1,1565,0.0006389776357827476
|,Entonces,cuando,1,1,1.0
Entonces,cuando,la,1,1,1.0
cuando,la,va,1,1,1.0
la,va,a,1,1,1.0
va,a,ver,1,4,0.25
a,ver,se,1,2,0.5
ver,se,mete,1,1,1.0
se,mete,|,1,1,1.0
mete,|,|,1,1,1.0
Pero,no,es,1,14,0.07142857142857142
no,es,de,1,2,0.5
es,de,q,1,4,0.25
de,q,llegue,1,6,0.16666666666666666
q,llegue,diciendo,1,1,1.0
llegue,diciendo,eyeyey,1,1,1.0
diciendo,eyeyey,soy,1,1,1.0
eyeyey,soy,yo,1,1,1.0
soy,yo,|,1,1,1.0
yo,|,|,1,1,1.0
|,Pues,sepa,1,4,0.25
Pues,sepa,pero,1,1,1.0
sepa,pero,hay,1,1,1.0
pero,hay,fotos,1,1,1.0
hay,fotos,de,1,1,1.0
fotos,de,mi,1,1,1.0
de,mi,escuela,1,1,1.0
mi,escuela,en,1,4,0.25
escuela,en,su,1,1,1.0
en,su,insta,1,3,0.3333333333333333
su,insta,",",1,1,1.0
insta,",",creo,1,1,1.0
",",creo,|,1,1,1.0
O,sea,ya,1,5,0.2
sea,ya,lleva,1,1,1.0
ya,lleva,tiempo,1,1,1.0
lleva,tiempo,aca,1,1,1.0
tiempo,aca,|,1,1,1.0
De,hecho,creo,1,5,0.2
hecho,creo,q,2,2,1.0
creo,q,ya,1,6,0.16666666666666666
q,ya,se,1,3,0.3333333333333333
ya,se,graduo,1,1,1.0
se,graduo,|,1,1,1.0
graduo,|,|,1,1,1.0
Pero,yo,joven,1,2,0.5
yo,joven,|,1,1,1.0
joven,|,|,2,2,1.0
Me,acorde,de,1,2,0.5
acorde,de,forever,1,2,0.5
de,forever,|,1,1,1.0
forever,|,|,1,1,1.0
|,De,las,1,23,0.043478260869565216
De,las,baemon,1,1,1.0
las,baemon,|,1,1,1.0
baemon,|,|,2,2,1.0
|,|,Joder,2,1565,0.0012779552715654952
|,Joder,q,1,2,0.5
Joder,q,buen,1,1,1.0
q,buen,grupo,1,1,1.0
buen,grupo,|,1,1,1.0
grupo,|,|,1,1,1.0
|,|,Aaaaa,1,1565,0.0006389776357827476
|,Aaaaa,|,1,1,1.0
Aaaaa,|,|,1,1,1.0
|,|,Xciertooo,1,1565,0.0006389776357827476
|,Xciertooo,|,1,1,1.0
Xciertooo,|,|,1,1,1.0
|,|,Topaste,1,1565,0.0006389776357827476
|,Topaste,a,1,1,1.0
Topaste,a,las,1,1,1.0
a,las,meovv,1,3,0.3333333333333333
las,meovv,?,1,1,1.0
meovv,?,|,1,1,1.0
|,Yo,digo,1,18,0.05555555555555555
Yo,digo,q,1,1,1.0
digo,q,ahyeon,1,2,0.5
q,ahyeon,esta,1,1,1.0
ahyeon,esta,algo,1,1,1.0
esta,algo,sobrevalorada,1,1,1.0
algo,sobrevalorada,en,1,1,1.0
sobrevalorada,en,cuanto,1,1,1.0
en,cuanto,a,1,1,1.0
cuanto,a,vocal,1,1,1.0
a,vocal,|,1,1,1.0
vocal,|,|,1,1,1.0
O,sea,si,1,5,0.2
sea,si,es,1,1,1.0
si,es,buena,1,3,0.3333333333333333
es,buena,|,1,1,1.0
|,Pero,has,1,57,0.017543859649122806
Pero,has,escuchado,1,1,1.0
has,escuchado,a,1,1,1.0
escuchado,a,rami,1,1,1.0
a,rami,?,1,1,1.0
rami,?,|,1,1,1.0
Siento,q,ella,1,2,0.5
q,ella,le,1,2,0.5
ella,le,gana,1,1,1.0
le,gana,facil,1,1,1.0
gana,facil,|,1,1,1.0
facil,|,|,1,1,1.0
|,|,Segun,1,1565,0.0006389776357827476
|,Segun,son,1,1,1.0
Segun,son,las,1,1,1.0
son,las,blackpink,1,1,1.0
las,blackpink,de,1,1,1.0
blackpink,de,esta,1,1,1.0
de,esta,gen,1,1,1.0
esta,gen,|,1,1,1.0
gen,|,|,1,1,1.0
|,Pq,hay,1,17,0.058823529411764705
Pq,hay,una,1,1,1.0
hay,una,chika,1,2,0.5
una,chika,q,1,1,1.0
chika,q,se,1,1,1.0
q,se,llama,1,5,0.2
se,llama,Ella,1,3,0.3333333333333333
llama,Ella,y,1,1,1.0
Ella,y,de,1,1,1.0
y,de,hecho,1,2,0.5
de,hecho,hay,1,2,0.5
hecho,hay,varios,1,1,1.0
hay,varios,videos,1,1,1.0
varios,videos,de,1,1,1.0
videos,de,Ella,1,1,1.0
de,Ella,con,1,1,1.0
Ella,con,bp,1,1,1.0
con,bp,|,1,1,1.0
bp,|,|,2,2,1.0
|,Y,decian,1,38,0.02631578947368421
Y,decian,q,1,1,1.0
decian,q,ella,1,1,1.0
q,ella,se,1,2,0.5
ella,se,parecia,1,1,1.0
se,parecia,a,1,1,1.0
parecia,a,jennie,1,2,0.5
a,jennie,|,1,1,1.0
jennie,|,|,1,1,1.0
|,Y,ahora,1,38,0.02631578947368421
Y,ahora,debuto,1,1,1.0
ahora,debuto,en,1,1,1.0
debuto,en,meovv,1,1,1.0
en,meovv,|,1,1,1.0
meovv,|,|,1,1,1.0
|,Pero,el,1,57,0.017543859649122806
Pero,el,grupo,1,1,1.0
el,grupo,ni,1,1,1.0
grupo,ni,sono,1,1,1.0
ni,sono,|,1,1,1.0
sono,|,|,1,1,1.0
|,El,grupo,1,11,0.09090909090909091
El,grupo,esta,1,1,1.0
grupo,esta,producido,1,1,1.0
esta,producido,por,1,1,1.0
producido,por,black,1,1,1.0
por,black,label,1,1,1.0
black,label,|,1,1,1.0
label,|,|,1,1,1.0
|,De,teddy,1,23,0.043478260869565216
De,teddy,|,1,1,1.0
teddy,|,|,1,1,1.0
|,|,Same,1,1565,0.0006389776357827476
|,Same,productor,1,1,1.0
Same,productor,q,1,1,1.0
productor,q,bp,1,1,1.0
q,bp,|,1,1,1.0
|,Pero,te,1,57,0.017543859649122806
Pero,te,digo,1,1,1.0
te,digo,q,1,2,0.5
digo,q,le,1,2,0.5
q,le,fallo,1,2,0.5
le,fallo,esta,1,1,1.0
fallo,esta,vez,1,1,1.0
esta,vez,|,1,1,1.0
|,|,Ellas,1,1565,0.0006389776357827476
|,Ellas,nunca,1,1,1.0
Ellas,nunca,lo,1,1,1.0
nunca,lo,fueron,1,1,1.0
lo,fueron,o,1,1,1.0
fueron,o,si,1,1,1.0
o,si,?,1,1,1.0
si,?,|,1,1,1.0
|,Nomas,x,1,5,0.2
Nomas,x,ser,1,1,1.0
x,ser,4,1,1,1.0
ser,4,|,1,1,1.0
4,|,|,2,2,1.0
|,Pero,siempre,1,57,0.017543859649122806
Pero,siempre,han,1,1,1.0
siempre,han,tenido,1,1,1.0
han,tenido,conceptos,1,1,1.0
tenido,conceptos,bn,1,1,1.0
conceptos,bn,locos,1,1,1.0
bn,locos,|,1,1,1.0
locos,|,|,1,1,1.0
|,|,Hablando,1,1565,0.0006389776357827476
|,Hablando,de,1,1,1.0
Hablando,de,ellas,1,1,1.0
de,ellas,|,1,2,0.5
ellas,|,|,1,1,1.0
|,Ya,escuchaste,2,63,0.031746031746031744
Ya,escuchaste,whiplash,1,2,0.5
escuchaste,whiplash,?,1,1,1.0
whiplash,?,|,1,1,1.0
|,|,Su,1,1565,0.0006389776357827476
|,Su,debut,1,1,1.0
Su,debut,se,1,1,1.0
debut,se,llamo,1,1,1.0
se,llamo,meow,1,1,1.0
llamo,meow,|,1,1,1.0
meow,|,|,1,1,1.0
|,Esta,x,1,9,0.1111111111111111
Esta,x,pero,1,1,1.0
x,pero,despues,1,1,1.0
pero,despues,le,1,1,1.0
despues,le,agarras,1,1,1.0
le,agarras,cierto,1,1,1.0
agarras,cierto,gustito,1,1,1.0
cierto,gustito,|,1,1,1.0
gustito,|,|,1,1,1.0
Pero,me,acorde,1,2,0.5
me,acorde,de,1,1,1.0
acorde,de,ellas,1,2,0.5
de,ellas,x,1,2,0.5
ellas,x,baemon,1,1,1.0
x,baemon,|,1,1,1.0
|,Pq,baemon,1,17,0.058823529411764705
Pq,baemon,la,1,1,1.0
baemon,la,vdd,1,1,1.0
la,vdd,si,1,2,0.5
vdd,si,me,1,1,1.0
si,me,gustan,1,4,0.25
me,gustan,y,1,3,0.3333333333333333
gustan,y,ps,1,1,1.0
y,ps,estas,1,1,1.0
ps,estas,chikas,1,1,1.0
estas,chikas,no,1,1,1.0
chikas,no,se,1,1,1.0
|,|,Apenas,1,1565,0.0006389776357827476
|,Apenas,nacieron,1,1,1.0
Apenas,nacieron,pero,1,1,1.0
nacieron,pero,siento,1,1,1.0
pero,siento,q,1,1,1.0
siento,q,les,1,2,0.5
q,les,fue,1,1,1.0
les,fue,mal,1,1,1.0
fue,mal,para,1,1,1.0
mal,para,lo,1,1,1.0
para,lo,q,1,1,1.0
lo,q,esperaban,1,6,0.16666666666666666
q,esperaban,|,1,1,1.0
esperaban,|,|,1,1,1.0
|,|,Winter,1,1565,0.0006389776357827476
|,Winter,se,1,1,1.0
Winter,se,ve,1,1,1.0
se,ve,sp,1,2,0.5
ve,sp,bien,1,2,0.5
sp,bien,|,1,1,1.0
|,Fue,mi,1,2,0.5
Fue,mi,fav,1,1,1.0
mi,fav,en,1,2,0.5
fav,en,este,1,1,1.0
en,este,concepto,1,1,1.0
este,concepto,|,1,1,1.0
concepto,|,|,1,1,1.0
|,Pero,es,1,57,0.017543859649122806
Pero,es,q,1,1,1.0
es,q,teddy,1,3,0.3333333333333333
q,teddy,segun,1,1,1.0
teddy,segun,si,1,1,1.0
segun,si,le,1,1,1.0
si,le,sabe,1,1,1.0
le,sabe,|,1,1,1.0
Me,recordaste,q,1,2,0.5
recordaste,q,luego,1,1,1.0
q,luego,en,1,2,0.5
luego,en,el,1,1,1.0
en,el,tiktok,1,6,0.16666666666666666
el,tiktok,he,1,1,1.0
tiktok,he,visto,1,1,1.0
he,visto,comentarios,1,2,0.5
visto,comentarios,q,1,1,1.0
comentarios,q,dicen,1,1,1.0
q,dicen,q,1,1,1.0
dicen,q,se,1,1,1.0
q,se,imaginan,1,5,0.2
se,imaginan,una,1,1,1.0
imaginan,una,colab,1,1,1.0
una,colab,entre,1,1,1.0
colab,entre,rose,1,1,1.0
entre,rose,",",1,1,1.0
rose,",",lisa,1,1,1.0
",",lisa,",",1,1,1.0
lisa,",",jennie,1,1,1.0
",",jennie,y,1,1,1.0
jennie,y,jisoo,1,1,1.0
y,jisoo,?,1,1,1.0
jisoo,?,:,1,1,1.0
?,:,00,1,1,1.0
:,00,|,1,1,1.0
00,|,|,1,1,1.0
|,|,SHEESH,1,1565,0.0006389776357827476
|,SHEESH,SHEESH,1,1,1.0
SHEESH,SHEESH,|,1,1,1.0
SHEESH,|,|,1,1,1.0
|,|,Imaginate,1,1565,0.0006389776357827476
|,Imaginate,|,1,1,1.0
Imaginate,|,|,1,1,1.0
|,La,colab,1,9,0.1111111111111111
La,colab,del,1,1,1.0
colab,del,año,1,1,1.0
del,año,|,2,2,1.0
año,|,|,2,2,1.0
|,Q,digo,1,26,0.038461538461538464
Q,digo,del,1,1,1.0
digo,del,año,1,1,1.0
|,Del,siglo,1,3,0.3333333333333333
Del,siglo,|,1,1,1.0
siglo,|,|,1,1,1.0
|,|,Lloro,1,1565,0.0006389776357827476
|,Lloro,|,1,1,1.0
Lloro,|,|,1,1,1.0
|,Q,|,2,26,0.07692307692307693
Q,|,|,2,2,1.0
|,Lol,quedo,1,3,0.3333333333333333
Lol,quedo,|,1,1,1.0
quedo,|,|,1,1,1.0
|,No,habia,1,77,0.012987012987012988
No,habia,visto,1,1,1.0
habia,visto,xdd,1,2,0.5
visto,xdd,|,1,1,1.0
|,No,devoro,1,77,0.012987012987012988
No,devoro,|,1,1,1.0
devoro,|,|,1,1,1.0
|,|,Ayuno,1,1565,0.0006389776357827476
|,Ayuno,|,1,1,1.0
Ayuno,|,|,1,1,1.0
Ya,escuchaste,nemonemo,1,2,0.5
escuchaste,nemonemo,?,1,1,1.0
|,Yo,ya,1,18,0.05555555555555555
Yo,ya,le,1,1,1.0
ya,le,hice,1,1,1.0
le,hice,stream,1,1,1.0
hice,stream,como,1,1,1.0
stream,como,10000,1,1,1.0
como,10000,veces,1,1,1.0
10000,veces,|,1,1,1.0
|,Ya,de,1,63,0.015873015873015872
Ya,de,repente,1,1,1.0
de,repente,no,1,1,1.0
repente,no,contetso,1,1,1.0
no,contetso,|,1,1,1.0
contetso,|,|,1,1,1.0
No,es,singgg,1,3,0.3333333333333333
es,singgg,|,1,1,1.0
singgg,|,|,1,1,1.0
|,Es,SIGN,1,38,0.02631578947368421
Es,SIGN,|,1,1,1.0
SIGN,|,|,1,1,1.0
|,Ay,yo,1,3,0.3333333333333333
Ay,yo,tambieeeen,1,1,1.0
yo,tambieeeen,|,1,1,1.0
tambieeeen,|,|,1,1,1.0
|,Lo,he,1,7,0.14285714285714285
Lo,he,visto,1,1,1.0
he,visto,como,1,2,0.5
visto,como,50,1,1,1.0
como,50,veces,1,1,1.0
50,veces,|,1,1,1.0
|,Te,lo,1,11,0.09090909090909091
Te,lo,juro,1,1,1.0
lo,juro,|,1,1,1.0
juro,|,|,1,1,1.0
|,|,Ahi,3,1565,0.0019169329073482429
|,Ahi,si,1,3,0.3333333333333333
Ahi,si,esta,1,1,1.0
si,esta,bien,1,2,0.5
esta,bien,jajaja,1,1,1.0
bien,jajaja,|,1,1,1.0
Es,q,escribiste,1,11,0.09090909090909091
q,escribiste,sing,1,1,1.0
escribiste,sing,|,1,1,1.0
sing,|,|,1,1,1.0
|,La,primera,1,9,0.1111111111111111
La,primera,vez,1,1,1.0
primera,vez,pero,1,1,1.0
vez,pero,te,1,1,1.0
pero,te,dije,1,2,0.5
dije,q,era,1,2,0.5
q,era,sign,1,1,1.0
era,sign,|,1,1,1.0
sign,|,|,1,1,1.0
Lol,q,mal,1,2,0.5
q,mal,|,1,1,1.0
|,Muy,bien,1,3,0.3333333333333333
Muy,bien,|,1,1,1.0
|,|,Oficialmente,1,1565,0.0006389776357827476
|,Oficialmente,somos,1,1,1.0
Oficialmente,somos,jigumis,1,1,1.0
somos,jigumis,|,1,1,1.0
|,Apoko,|,1,3,0.3333333333333333
Apoko,|,|,1,1,1.0
|,|,Luego,1,1565,0.0006389776357827476
|,Luego,q,1,1,1.0
Luego,q,crees,1,1,1.0
q,crees,|,1,1,1.0
crees,|,|,1,1,1.0
|,La,guglie,1,9,0.1111111111111111
La,guglie,|,1,1,1.0
guglie,|,|,1,1,1.0
|,Y,tiene,1,38,0.02631578947368421
Y,tiene,25,1,1,1.0
tiene,25,omg,1,2,0.5
25,omg,|,1,1,1.0
Se,ve,sp,1,2,0.5
ve,sp,joven,1,2,0.5
sp,joven,|,1,1,1.0
|,Apoko,no,1,3,0.3333333333333333
Apoko,no,|,1,1,1.0
Vdd,q,sii,1,2,0.5
q,sii,|,1,1,1.0
|,Jajaja,nooo,1,15,0.06666666666666667
Jajaja,nooo,|,1,1,1.0
nooo,|,|,1,1,1.0
Es,q,todas,1,11,0.09090909090909091
q,todas,se,1,1,1.0
todas,se,ven,1,1,1.0
se,ven,jovenes,1,1,1.0
ven,jovenes,|,1,1,1.0
jovenes,|,|,1,1,1.0
Pero,esta,bn,1,2,0.5
esta,bn,random,1,4,0.25
bn,random,que,1,1,1.0
random,que,en,1,1,1.0
que,en,izone,1,1,1.0
en,izone,se,1,1,1.0
izone,se,llevaran,1,1,1.0
se,llevaran,tantos,1,1,1.0
