Term 1,Term 2,Term 3,Frequency,Context Frequency,Conditional Probability
lógica,>,<,2,2,1.0
<,top,2,2,8,0.25
<,top,3,2,8,0.25
te,tengo,chismesito,2,5,0.4
la,historia,que,2,26,0.07692307692307693
tengo,chismesito,>,2,2,1.0
tons,ahi,luego,2,3,0.6666666666666666
la,guerra,civil,2,2,1.0
pendejos,que,no,2,3,0.6666666666666666
de,la,2.1,2,155,0.012903225806451613
tan,pendejos,que,2,2,1.0
linterna,>,<,2,2,1.0
lo,del,hackathon,2,30,0.06666666666666667
que,es,bien,2,56,0.03571428571428571
>,<,simin,2,12341,0.00016206142127866461
estado,del,arte,2,2,1.0
vas,a,seguir,2,47,0.0425531914893617
en,el,grupo,2,180,0.011111111111111112
pq,me,quede,2,24,0.08333333333333333
<,al,parecer,2,51,0.0392156862745098
lo,que,dijo,2,123,0.016260162601626018
<,la,mama,2,85,0.023529411764705882
a,volver,a,2,3,0.6666666666666666
ayer,?,>,2,2,1.0
volver,a,ir,2,9,0.2222222222222222
del,arte,>,2,2,1.0
>,<,baja,2,12341,0.00016206142127866461
vamos,a,ir,2,23,0.08695652173913043
de,hoy,y,2,10,0.2
<,a,si,2,264,0.007575757575757576
<,que,tiene,2,226,0.008849557522123894
pq,el,miércoles,2,11,0.18181818181818182
para,el,farmeo,2,27,0.07407407407407407
el,farmeo,>,2,2,1.0
farmeo,>,<,2,2,1.0
pie,>,<,2,2,1.0
4009,>,<,2,2,1.0
<,ahi,cuando,2,45,0.044444444444444446
del,hackathon,>,2,2,1.0
a,ver,una,2,115,0.017391304347826087
1,mes,>,2,3,0.6666666666666666
con,la,linterna,2,40,0.05
yo,si,tengo,2,7,0.2857142857142857
terror,>,<,2,2,1.0
exportando,>,<,2,2,1.0
<,mira,lo,2,67,0.029850746268656716
que,creo,que,2,2,1.0
creo,que,va,2,116,0.017241379310344827
<,pinche,juego,2,35,0.05714285714285714
<,mejor,luego,2,38,0.05263157894736842
<,el,mio,2,182,0.01098901098901099
>,<,trato,2,12341,0.00016206142127866461
hay,que,ser,2,10,0.2
de,terror,>,2,4,0.5
importa,?,>,2,2,1.0
es,una,mesa,2,26,0.07692307692307693
de,twitch,>,2,5,0.4
<,no,la,2,416,0.004807692307692308
hay,una,tipa,2,11,0.18181818181818182
no,importa,?,2,9,0.2222222222222222
ya,después,el,2,4,0.5
<,para,el,2,68,0.029411764705882353
y,asi,?,2,17,0.11764705882352941
como,que,no,2,28,0.07142857142857142
se,van,a,2,2,1.0
los,mas,cabrones,2,3,0.6666666666666666
un,amigo,y,2,16,0.125
que,practicar,>,2,3,0.6666666666666666
no,se,escucha,2,206,0.009708737864077669
<,tons,asi,2,46,0.043478260869565216
cuidado,bro,>,2,2,1.0
con,cuidado,bro,2,6,0.3333333333333333
la,historia,y,2,26,0.07692307692307693
sparking,>,<,2,2,1.0
tengo,miedo,we,2,26,0.07692307692307693
miedo,we,>,2,2,1.0
el,primero,de,2,6,0.3333333333333333
voy,a,stremear,2,214,0.009345794392523364
la,historia,si,2,26,0.07692307692307693
son,tan,pendejos,2,2,1.0
no,puedo,soltarla,2,11,0.18181818181818182
me,hago,otra,2,5,0.4
hago,otra,cuenta,2,2,1.0
nostoy,listo,para,2,3,0.6666666666666666
mi,abue,y,2,13,0.15384615384615385
la,pasas,?,2,2,1.0
me,la,pasas,2,25,0.08
que,a,lo,2,13,0.15384615384615385
la,que,tengo,2,22,0.09090909090909091
ama,>,<,2,2,1.0
el,fragmento,que,2,3,0.6666666666666666
fragmento,que,te,2,2,1.0
mi,ama,>,2,6,0.3333333333333333
ya,que,ya,2,20,0.1
>,<,diciembre,2,12341,0.00016206142127866461
>,<,jalate,2,12341,0.00016206142127866461
me,lo,compro,2,37,0.05405405405405406
que,en,un,2,28,0.07142857142857142
deje,hablando,solo,2,2,1.0
<,yes,>,2,2,1.0
de,gaster,>,2,2,1.0
regalo,>,<,2,2,1.0
<,simon,jajajaja,2,184,0.010869565217391304
intento,>,<,2,2,1.0
simon,jajajaja,>,2,2,1.0
que,me,regalo,2,189,0.010582010582010581
que,se,rindiera,2,79,0.02531645569620253
<,pq,ni,2,208,0.009615384615384616
<,ya,puedes,2,583,0.003430531732418525
hablando,solo,>,2,2,1.0
lo,deje,hablando,2,4,0.5
de,spiderman,>,2,2,1.0
me,hizo,enojar,2,5,0.4
para,fondo,de,2,2,1.0
vas,?,>,2,2,1.0
ya,lo,borre,2,42,0.047619047619047616
pq,no,quiero,2,38,0.05263157894736842
y,lo,humille,2,43,0.046511627906976744
>,<,checa,2,12341,0.00016206142127866461
pq,acaba,de,2,2,1.0
como,para,fondo,2,4,0.5
de,pasar,un,2,6,0.3333333333333333
chiste,ufff,>,2,2,1.0
<,nose,>,2,3,0.6666666666666666
nose,>,<,2,2,1.0
<,bueno,yo,2,115,0.017391304347826087
<,estoy,desayunando,2,43,0.046511627906976744
el,curso,>,2,4,0.5
que,va,haber,2,13,0.15384615384615385
<,ni,me,2,47,0.0425531914893617
<,pq,quiero,2,208,0.009615384615384616
horario,>,<,2,2,1.0
no,sabras,de,2,2,1.0
el,gremio,>,2,2,1.0
en,el,top,2,180,0.011111111111111112
meses,?,>,2,2,1.0
fuiste,>,<,2,2,1.0
<,asi,en,2,30,0.06666666666666667
de,windows,10,2,3,0.6666666666666666
>,<,juego,2,12341,0.00016206142127866461
cuenta,de,microsoft,2,8,0.25
capa,>,<,2,2,1.0
<,ta,chida,2,10,0.2
ta,chida,>,2,2,1.0
y,estoy,en,2,9,0.2222222222222222
la,a2f,>,2,2,1.0
a2f,>,<,2,2,1.0
el,ultra,>,2,3,0.6666666666666666
la,publicación,>,2,4,0.5
publicación,>,<,2,2,1.0
<,hoy,fui,2,75,0.02666666666666667
>,<,insisto,2,12341,0.00016206142127866461
>,<,sista,2,12341,0.00016206142127866461
<,no,aguanto,2,416,0.004807692307692308
los,que,me,2,13,0.15384615384615385
de,que,tengo,2,106,0.018867924528301886
<,ve,hasta,2,12,0.16666666666666666
me,dejo,>,2,10,0.2
me,toca,inscribirme,2,7,0.2857142857142857
ya,te,vi,2,14,0.14285714285714285
en,primer,semestre,2,2,1.0
ya,no,siento,2,59,0.03389830508474576
que,hermoso,>,2,2,1.0
el,proceso,de,2,4,0.5
x,>,<,2,2,1.0
<,pq,estaba,2,208,0.009615384615384616
tambien,ya,ni,2,4,0.5
<,que,hermoso,2,226,0.008849557522123894
cual,es,su,2,12,0.16666666666666666
<,tienes,razón,2,12,0.16666666666666666
snowgrave,>,<,2,2,1.0
n-1,>,<,2,2,1.0
desde,0,hasta,2,4,0.5
de,la,nasa,2,155,0.012903225806451613
va,a,generar,2,117,0.017094017094017096
frecuencia,>,<,2,2,1.0
en,el,de,2,180,0.011111111111111112
tengo,la,teoria,2,9,0.2222222222222222
de,que,en,2,106,0.018867924528301886
idea,de,que,2,3,0.6666666666666666
la,idea,de,2,7,0.2857142857142857
me,estoy,muriendo,2,8,0.25
aaaaaaaaaaaaaaaaaaaaa,>,<,2,2,1.0
me,dejo,de,2,10,0.2
que,le,dije,2,48,0.041666666666666664
karma,>,<,2,2,1.0
el,karma,>,2,2,1.0
pero,no,te,2,50,0.04
se,que,jugar,2,29,0.06896551724137931
si,me,enoje,2,116,0.017241379310344827
vez,mi,papá,2,2,1.0
de,telegram,?,2,2,1.0
una,vez,mi,2,14,0.14285714285714285
a,que,la,2,44,0.045454545454545456
wesker,>,<,2,2,1.0
nah,>,<,2,2,1.0
albert,wesker,>,2,2,1.0
trato,una,vez,2,2,1.0
a,albert,wesker,2,2,1.0
se,si,la,2,30,0.06666666666666667
va,a,costar,2,117,0.017094017094017096
me,trato,una,2,2,1.0
la,parte,del,2,11,0.18181818181818182
cuñado,de,mi,2,2,1.0
te,vi,>,2,2,1.0
ya,lo,puse,2,42,0.047619047619047616
si,o,no,2,7,0.2857142857142857
y,a,ti,2,30,0.06666666666666667
gremio,>,<,2,2,1.0
como,es,la,2,10,0.2
permiso,y,sin,2,2,1.0
alexia,",",>,2,2,1.0
<,y,ptm,2,991,0.0020181634712411706
también,se,me,2,3,0.6666666666666666
de,poder,>,2,4,0.5
<,la,extraño,2,85,0.023529411764705882
no,sabia,de,2,8,0.25
de,nuevo,el,2,22,0.09090909090909091
con,ella,y,2,14,0.14285714285714285
mal,sueño,>,2,2,1.0
un,mal,sueño,2,3,0.6666666666666666
a,casa,de,2,3,0.6666666666666666
y,sin,avisar,2,4,0.5
frame,>,<,2,2,1.0
le,mando,mensaje,2,3,0.6666666666666666
<,pq,chingados,2,208,0.009615384615384616
vomitar,>,<,2,2,1.0
quiero,vomitar,>,2,2,1.0
agarrando,el,pedo,2,2,1.0
a,ricardo,de,2,16,0.125
la,funa,>,2,4,0.5
si,me,costo,2,116,0.017241379310344827
shenron,ultra,>,2,2,1.0
para,lo,del,2,5,0.4
a,pos,al,2,19,0.10526315789473684
calypso,>,<,2,2,1.0
>,<,sep,2,12341,0.00016206142127866461
me,llamo,la,2,2,1.0
y,ya,tengo,2,133,0.015037593984962405
premio,de,consolación,2,2,1.0
de,consolación,>,2,2,1.0
consolación,>,<,2,2,1.0
por,baal,>,2,2,1.0
baal,>,<,2,2,1.0
para,subir,a,2,3,0.6666666666666666
?,jajajaja,>,2,2,1.0
ahorita,lo,wacho,2,7,0.2857142857142857
<,achinga,>,2,5,0.4
achinga,>,<,2,2,1.0
<,pq,yo,2,208,0.009615384615384616
funo,>,<,2,2,1.0
<,ya,bro,2,583,0.003430531732418525
<,mi,mejor,2,48,0.041666666666666664
ahorita,xd,>,2,2,1.0
sep,>,<,2,2,1.0
de,comer,>,2,5,0.4
<,sep,>,2,2,1.0
rato,prendo,>,2,4,0.5
>,<,termine,2,12341,0.00016206142127866461
<,termine,el,2,2,1.0
<,el,otro,2,182,0.01098901098901099
<,pq,por,2,208,0.009615384615384616
ya,me,canse,2,122,0.01639344262295082
pos,al,rato,2,2,1.0
a,seguir,con,2,6,0.3333333333333333
seguir,con,la,2,5,0.4
el,reto,>,2,3,0.6666666666666666
<,descansa,figue,2,18,0.1111111111111111
ajolote,>,<,2,2,1.0
espuma,",",>,2,2,1.0
<,pq,pinche,2,208,0.009615384615384616
tons,hay,que,2,2,1.0
chile,>,<,2,2,1.0
en,una,semana,2,26,0.07692307692307693
supongo,>,<,2,2,1.0
pruebo,>,<,2,2,1.0
en,un,proyecto,2,38,0.05263157894736842
>,<,quedo,2,12341,0.00016206142127866461
<,para,ver,2,68,0.029411764705882353
me,falta,>,2,15,0.13333333333333333
primer,jefe,>,2,3,0.6666666666666666
proceso,?,>,2,2,1.0
>,<,funa,2,12341,0.00016206142127866461
poco,mas,lentas,2,10,0.2
un,videojuego,>,2,2,1.0
videojuego,>,<,2,2,1.0
rico,>,<,2,2,1.0
racismo,>,<,2,2,1.0
botello,>,<,2,2,1.0
<,pq,ahi,2,208,0.009615384615384616
<,ya,salte,2,583,0.003430531732418525
<,aunque,me,2,29,0.06896551724137931
la,que,te,2,22,0.09090909090909091
<,weeeee,>,2,2,1.0
>,<,weeeee,2,12341,0.00016206142127866461
manejarlo,>,<,2,2,1.0
gigante,de,hierro,2,2,1.0
<,quiero,vomitar,2,16,0.125
falta,>,<,2,2,1.0
quien,sabe,pq,2,10,0.2
apareció,>,<,2,2,1.0
no,me,gusta,2,140,0.014285714285714285
el,gigante,de,2,2,1.0
impactado,>,<,2,2,1.0
<,ya,acabe,2,583,0.003430531732418525
ya,acabe,el,2,2,1.0
si,prendo,jugando,2,18,0.1111111111111111
me,surgió,una,2,2,1.0
surgió,una,duda,2,2,1.0
viendo,la,serie,2,5,0.4
si,gustas,unirte,2,3,0.6666666666666666
por,si,gustas,2,19,0.10526315789473684
la,parte,de,2,11,0.18181818181818182
descansa,figue,>,2,2,1.0
mejor,no,>,2,3,0.6666666666666666
yo,igual,pero,2,4,0.5
la,araña,>,2,2,1.0
una,serie,>,2,7,0.2857142857142857
yes,>,<,2,2,1.0
precio,de,venta,2,2,1.0
<,digamos,que,2,3,0.6666666666666666
el,tipo,del,2,2,1.0
llamada,de,la,2,2,1.0
<,siempre,es,2,17,0.11764705882352941
la,noche,4,2,13,0.15384615384615385
matan,al,tipo,2,2,1.0
cine,>,<,2,2,1.0
camara,con,el,2,2,1.0
goty,para,god,2,3,0.6666666666666666
al,tipo,del,2,2,1.0
el,traje,del,2,3,0.6666666666666666
para,god,of,2,2,1.0
boy,>,<,2,2,1.0
de,los,nazgûl,2,64,0.03125
traje,del,cuarto,2,2,1.0
del,cuarto,de,2,2,1.0
para,el,modo,2,27,0.07407407407407407
<,ahora,tu,2,71,0.028169014084507043
ahora,tu,siendo,2,2,1.0
de,atras,que,2,6,0.3333333333333333
a,las,6,2,69,0.028985507246376812
punto,es,que,2,2,1.0
no,pero,si,2,4,0.5
no,gana,>,2,2,1.0
esta,en,el,2,12,0.16666666666666666
en,un,cuarto,2,38,0.05263157894736842
>,<,ahuevooooooo,2,12341,0.00016206142127866461
para,partirnos,la,2,2,1.0
un,placer,>,2,4,0.5
presencial,>,<,2,2,1.0
placer,>,<,2,2,1.0
me,siento,como,2,31,0.06451612903225806
un,spartan,>,2,2,1.0
>,<,discord,2,12341,0.00016206142127866461
<,ando,con,2,41,0.04878048780487805
al,concurso,de,2,2,1.0
spartan,>,<,2,2,1.0
caminar,>,<,2,2,1.0
smach,>,<,2,2,1.0
<,voy,llegando,2,72,0.027777777777777776
del,god,>,2,4,0.5
llegando,a,indios,2,4,0.5
del,metro,>,2,4,0.5
lore,del,god,2,2,1.0
tal,me,quedo,2,3,0.6666666666666666
el,smach,>,2,2,1.0
ya,tengo,la,2,31,0.06451612903225806
en,el,smach,2,180,0.011111111111111112
si,estoy,bien,2,7,0.2857142857142857
<,me,enamore,2,248,0.008064516129032258
me,enamore,de,2,5,0.4
no,hay,money,2,29,0.06896551724137931
aaaaaaaaaaaaaaa,>,<,2,2,1.0
<,camara,con,2,7,0.2857142857142857
de,hacer,>,2,13,0.15384615384615385
de,pasar,el,2,6,0.3333333333333333
la,de,los,2,48,0.041666666666666664
el,hijo,del,2,4,0.5
a,jugar,en,2,28,0.07142857142857142
tengo,tarea,>,2,2,1.0
ahuevooooooo,>,<,2,2,1.0
es,que,quiero,2,183,0.01092896174863388
bueno,gracias,>,2,4,0.5
pero,si,quieres,2,45,0.044444444444444446
<,namas,es,2,24,0.08333333333333333
me,dan,en,2,10,0.2
dan,en,la,2,2,1.0
>,<,podras,2,12341,0.00016206142127866461
de,datos,>,2,6,0.3333333333333333
si,me,toca,2,116,0.017241379310344827
la,verdad,no,2,27,0.07407407407407407
lo,van,a,2,2,1.0
crees,que,me,2,18,0.1111111111111111
que,me,refiero,2,189,0.010582010582010581
hombre,morado,en,2,9,0.2222222222222222
del,tercer,juego,2,2,1.0
<,bueno,mañana,2,115,0.017391304347826087
>,<,ponganle,2,12341,0.00016206142127866461
<,voy,>,2,72,0.027777777777777776
al,corriente,con,2,2,1.0
no,es,lo,2,25,0.08
<,saca,algo,2,4,0.5
dragon,>,<,2,2,1.0
que,tal,ese,2,53,0.03773584905660377
<,o,este,2,111,0.018018018018018018
mi,tarea,xd,2,8,0.25
tarea,xd,>,2,2,1.0
a,prender,?,2,42,0.047619047619047616
en,twitch,>,2,4,0.5
hijo,del,hombre,2,2,1.0
al,año,>,2,4,0.5
y,me,vas,2,83,0.024096385542168676
vez,al,año,2,2,1.0
>,<,prometo,2,12341,0.00016206142127866461
.,cuando,te,2,3,0.6666666666666666
la,cuenta,en,2,9,0.2222222222222222
una,vez,al,2,14,0.14285714285714285
el,saes,>,2,6,0.3333333333333333
usar,una,vez,2,3,0.6666666666666666
kick,>,<,2,2,1.0
en,escenas,que,2,2,1.0
prender,?,>,2,2,1.0
la,segunda,y,2,13,0.15384615384615385
cayo,un,rayo,2,3,0.6666666666666666
febrero,>,<,2,2,1.0
el,saes,y,2,6,0.3333333333333333
hoy,en,escenas,2,3,0.6666666666666666
cabrona,>,<,2,2,1.0
<,ahuevooooooo,>,2,2,1.0
ok,ok,y,2,90,0.022222222222222223
y,cual,es,2,3,0.6666666666666666
<,ya,namas,2,583,0.003430531732418525
<,vavava,te,2,106,0.018867924528301886
<,tengo,una,2,48,0.041666666666666664
mate,>,<,2,2,1.0
picado,>,<,2,2,1.0
jueves,xd,>,2,2,1.0
los,sucesos,de,2,2,1.0
sucesos,de,fnaf,2,2,1.0
de,fnaf,3,2,12,0.16666666666666666
fnaf,3,y,2,4,0.5
y,en,octubre,2,40,0.05
merequetengue,>,<,2,2,1.0
el,merequetengue,>,2,2,1.0
listo,para,mañana,2,6,0.3333333333333333
<,listo,para,2,33,0.06060606060606061
<,pq,te,2,208,0.009615384615384616
consigues,?,>,2,2,1.0
lo,consigues,?,2,2,1.0
donde,lo,consigues,2,2,1.0
simulator,>,<,2,2,1.0
a,la,profa,2,112,0.017857142857142856
despues,>,<,2,2,1.0
>,<,1v1,2,12341,0.00016206142127866461
que,llegar,a,2,2,1.0
la,siguiente,semana,2,4,0.5
<,y,su,2,991,0.0020181634712411706
ya,formateaste,?,2,2,1.0
caele,a,cafe,2,5,0.4
el,precioso,>,2,2,1.0
formateaste,?,>,2,2,1.0
>,<,falto,2,12341,0.00016206142127866461
son,los,sucesos,2,17,0.11764705882352941
necesito,>,<,2,2,1.0
te,digo,si,2,30,0.06666666666666667
investigación,de,fnaf,2,2,1.0
ahi,luego,te,2,7,0.2857142857142857
mamá,ya,se,2,5,0.4
el,de,lego,2,35,0.05714285714285714
de,7,a,2,7,0.2857142857142857
a,pagar,el,2,6,0.3333333333333333
a,seguir,>,2,6,0.3333333333333333
de,la,fila,2,155,0.012903225806451613
estoy,apunto,de,2,2,1.0
un,desmadre,>,2,2,1.0
desmadre,>,<,2,2,1.0
mas,serio,>,2,2,1.0
hoy,si,quieres,2,5,0.4
si,quieres,jugar,2,31,0.06451612903225806
},>,<,2,2,1.0
<,mi,primer,2,48,0.041666666666666664
chingas,a,tu,2,2,1.0
hoy,sale,stream,2,5,0.4
cumpleaños,mi,estimado,2,2,1.0
tienes,libre,?,2,3,0.6666666666666666
<,pinche,episodio,2,35,0.05714285714285714
planetario,>,<,2,2,1.0
el,realm,>,2,4,0.5
blasphemous,>,<,2,2,1.0
mi,investigación,de,2,2,1.0
feliz,cumpleaños,mi,2,5,0.4
positivo,>,<,2,2,1.0
juegar,>,<,2,2,1.0
<,aunque,si,2,29,0.06896551724137931
a,esta,>,2,5,0.4
me,dio,hueva,2,13,0.15384615384615385
es,lo,curioso,2,27,0.07407407407407407
<,figue,nmms,2,11,0.18181818181818182
hollow,knight,>,2,7,0.2857142857142857
ya,me,va,2,122,0.01639344262295082
<,pq,en,2,208,0.009615384615384616
ya,me,dio,2,122,0.01639344262295082
<,que,ella,2,226,0.008849557522123894
que,ella,no,2,4,0.5
buscar,>,<,2,2,1.0
atento,>,<,2,2,1.0
el,cambio,>,2,4,0.5
knight,>,<,2,2,1.0
<,es,para,2,225,0.008888888888888889
>,<,pongale,2,12341,0.00016206142127866461
es,para,mi,2,10,0.2
a,buscar,>,2,4,0.5
de,fnaf,",",2,12,0.16666666666666666
fnaf,",",>,2,2,1.0
<,pongale,condon,2,2,1.0
condon,que,se,2,2,1.0
<,pero,y,2,345,0.005797101449275362
mamastrosa,zombie,>,2,2,1.0
pero,y,si,2,2,1.0
la,mamastrosa,zombie,2,5,0.4
nadie,le,importa,2,2,1.0
figue,nmms,>,2,2,1.0
sabes,que,es,2,9,0.2222222222222222
espero,que,si,2,4,0.5
>,<,tenia,2,12341,0.00016206142127866461
a,tardar,un,2,4,0.5
y,me,dio,2,83,0.024096385542168676
mi,aun,no,2,2,1.0
voy,a,tardar,2,214,0.009345794392523364
mi,10,>,2,2,1.0
a,los,profes,2,40,0.05
y,tengo,hambre,2,6,0.3333333333333333
<,y,resulta,2,991,0.0020181634712411706
a,mi,aun,2,105,0.01904761904761905
no,se,lleva,2,206,0.009708737864077669
que,en,una,2,28,0.07142857142857142
y,sabes,que,2,3,0.6666666666666666
solo,espero,que,2,2,1.0
se,lleva,el,2,2,1.0
lleva,el,goty,2,2,1.0
de,hollow,knight,2,2,1.0
<,a,nadie,2,264,0.007575757575757576
<,solo,espero,2,57,0.03508771929824561
le,dijo,que,2,4,0.5
mordor,>,<,2,2,1.0
>,<,diego,2,12341,0.00016206142127866461
y,le,dijo,2,38,0.05263157894736842
a,nadie,le,2,2,1.0
jajajaj,>,<,2,2,1.0
dar,un,discurso,2,8,0.25
de,la,vida,2,155,0.012903225806451613
la,invencion,del,2,3,0.6666666666666666
ayudaaaa,>,<,2,2,1.0
si,le,dije,2,22,0.09090909090909091
llegue,>,<,2,2,1.0
es,la,verdad,2,47,0.0425531914893617
en,mi,casita,2,43,0.046511627906976744
la,arme,>,2,4,0.5
arme,>,<,2,2,1.0
mi,casa,y,2,26,0.07692307692307693
>,<,salgo,2,12341,0.00016206142127866461
no,me,había,2,140,0.014285714285714285
<,bueno,va,2,115,0.017391304347826087
ya,vi,y,2,14,0.14285714285714285
del,fnaf,6,2,5,0.4
<,literal,me,2,10,0.2
algoritmos,>,<,2,2,1.0
de,esa,cancion,2,5,0.4
a,bueno,me,2,12,0.16666666666666666
<,ufffas,>,2,4,0.5
<,tu,?,2,29,0.06896551724137931
de,estar,en,2,3,0.6666666666666666
ubicación,>,<,2,2,1.0
fa,>,<,2,2,1.0
en,fa,>,2,7,0.2857142857142857
inscribido,>,<,2,2,1.0
<,simon,a,2,184,0.010869565217391304
al,de,la,2,6,0.3333333333333333
para,la,invencion,2,23,0.08695652173913043
apuntes,>,<,2,2,1.0
>,<,sisisisi,2,12341,0.00016206142127866461
la,letal,>,2,2,1.0
quiero,que,llegue,2,9,0.2222222222222222
>,<,entre,2,12341,0.00016206142127866461
pusieron,la,letal,2,5,0.4
>,<,concuerdo,2,12341,0.00016206142127866461
los,del,a,2,5,0.4
no,quiero,que,2,14,0.14285714285714285
hasta,el,23,2,22,0.09090909090909091
se,te,olvide,2,6,0.3333333333333333
y,hasta,el,2,7,0.2857142857142857
no,se,te,2,206,0.009708737864077669
<,ps,se,2,46,0.043478260869565216
hay,de,3,2,3,0.6666666666666666
es,mas,importante,2,16,0.125
<,ojala,se,2,5,0.4
no,paro,de,2,3,0.6666666666666666
llegue,a,las,2,9,0.2222222222222222
de,café,>,2,2,1.0
mano,?,>,2,2,1.0
<,ayudaaaa,>,2,3,0.6666666666666666
el,profe,>,2,9,0.2222222222222222
barra,de,café,2,3,0.6666666666666666
3109,>,<,2,2,1.0
ver,la,de,2,8,0.25
va,de,momento,2,4,0.5
ir,en,fa,2,4,0.5
bien,inscribido,>,2,2,1.0
>,<,orale,2,12341,0.00016206142127866461
no,sabia,que,2,8,0.25
a,hacer,>,2,16,0.125
bien,izi,>,2,2,1.0
quedo,bien,>,2,4,0.5
descansa,nos,vemos,2,2,1.0
<,me,duele,2,248,0.008064516129032258
me,parezco,a,2,3,0.6666666666666666
la,espada,maestra,2,4,0.5
segundo,>,<,2,2,1.0
las,10,>,2,6,0.3333333333333333
mi,comida,y,2,2,1.0
<,no,queria,2,416,0.004807692307692308
dijo,fueron,palabras,2,2,1.0
en,el,receso,2,180,0.011111111111111112
duele,un,chingo,2,4,0.5
me,dijo,fueron,2,26,0.07692307692307693
que,me,dijo,2,189,0.010582010582010581
pusieron,la,del,2,5,0.4
el,receso,>,2,2,1.0
esta,wea,>,2,2,1.0
receso,>,<,2,2,1.0
>,<,dale,2,12341,0.00016206142127866461
<,topas,a,2,3,0.6666666666666666
ni,yo,se,2,7,0.2857142857142857
nft,>,<,2,2,1.0
zelda,>,<,2,2,1.0
<,si,we,2,547,0.003656307129798903
<,como,de,2,103,0.019417475728155338
la,acabo,de,2,2,1.0
en,las,palapas,2,15,0.13333333333333333
sabia,que,hay,2,4,0.5
<,tons,ya,2,46,0.043478260869565216
para,ir,en,2,5,0.4
lista,>,<,2,2,1.0
>,<,digo,2,12341,0.00016206142127866461
palapas,>,<,2,2,1.0
<,bueno,en,2,115,0.017391304347826087
las,palapas,>,2,3,0.6666666666666666
palapas,de,ia,2,2,1.0
lugares,>,<,2,2,1.0
<,las,siguientes,2,11,0.18181818181818182
amazon,>,<,2,2,1.0
de,fondo,>,2,4,0.5
<,y,sas,2,991,0.0020181634712411706
el,project,zomboid,2,2,1.0
ya,bien,inscribido,2,2,1.0
<,ya,bien,2,583,0.003430531732418525
lo,de,esme,2,70,0.02857142857142857
<,y,ves,2,991,0.0020181634712411706
<,para,mi,2,68,0.029411764705882353
si,que,en,2,10,0.2
<,no,hace,2,416,0.004807692307692308
vemos,mañana,>,2,3,0.6666666666666666
no,hace,falta,2,5,0.4
en,el,minecraft,2,180,0.011111111111111112
suerte,mi,estimado,2,2,1.0
o,este,>,2,2,1.0
pq,nomas,no,2,3,0.6666666666666666
<,ademas,ya,2,11,0.18181818181818182
<,era,para,2,11,0.18181818181818182
>,<,first,2,12341,0.00016206142127866461
<,first,in,2,2,1.0
que,yo,me,2,14,0.14285714285714285
hasta,las,3,2,10,0.2
yo,me,acuerde,2,14,0.14285714285714285
out,>,<,2,2,1.0
me,acuerde,>,2,2,1.0
acuerde,>,<,2,2,1.0
<,pq,las,2,208,0.009615384615384616
que,mañana,no,2,9,0.2222222222222222
en,que,salon,2,8,0.25
<,perdon,>,2,6,0.3333333333333333
no,hay,clases,2,29,0.06896551724137931
es,paso,por,2,2,1.0
<,gracias,figue,2,88,0.022727272727272728
hasta,el,jueves,2,22,0.09090909090909091
es,que,aaaaa,2,183,0.01092896174863388
..,-,.,2,2,1.0
con,cuidado,mi,2,6,0.3333333333333333
<,damelo,>,2,2,1.0
>,<,damelo,2,12341,0.00016206142127866461
si,hay,mina,2,11,0.18181818181818182
jueves,y,viernes,2,2,1.0
una,asesoría,de,2,2,1.0
asesoría,de,cálculo,2,2,1.0
muertas,>,<,2,2,1.0
<,pq,nomas,2,208,0.009615384615384616
todo,bien,?,2,12,0.16666666666666666
que,dar,un,2,2,1.0
tengo,que,dar,2,24,0.08333333333333333
el,goty,>,2,4,0.5
el,saes,?,2,6,0.3333333333333333
saes,?,>,2,2,1.0
y,pa,cuando,2,3,0.6666666666666666
que,puto,miedo,2,5,0.4
puto,miedo,>,2,2,1.0
por,ahi,>,2,3,0.6666666666666666
<,deja,de,2,38,0.05263157894736842
deja,de,eso,2,2,1.0
y,tu,?,2,3,0.6666666666666666
aun,no,xd,2,38,0.05263157894736842
<,y,aun,2,991,0.0020181634712411706
entendido,>,<,2,2,1.0
pq,vamos,a,2,2,1.0
<,te,caigo,2,79,0.02531645569620253
le,das,el,2,3,0.6666666666666666
das,el,visto,2,3,0.6666666666666666
que,no,le,2,132,0.015151515151515152
en,chinga,>,2,2,1.0
amor,>,<,2,2,1.0
<,total,nos,2,15,0.13333333333333333
visto,bueno,?,2,3,0.6666666666666666
te,odio,batiz,2,2,1.0
costo,>,<,2,2,1.0
de,pendejo,lo,2,3,0.6666666666666666
me,quiero,morir,2,10,0.2
bueno,es,que,2,6,0.3333333333333333
4111,>,<,2,2,1.0
<,pq,se,2,208,0.009615384615384616
<,4111,>,2,2,1.0
<,ya,saque,2,583,0.003430531732418525
>,<,aaaaaaaaaaaaaaaaaaaaa,2,12341,0.00016206142127866461
voy,a,sacar,2,214,0.009345794392523364
>,<,4111,2,12341,0.00016206142127866461
>,<,fallecio,2,12341,0.00016206142127866461
pq,se,me,2,9,0.2222222222222222
sufrimiento,>,<,2,2,1.0
<,no,y,2,416,0.004807692307692308
<,pues,no,2,72,0.027777777777777776
vez,mas,canon,2,6,0.3333333333333333
hk,>,<,2,2,1.0
mas,canon,que,2,2,1.0
voy,contra,el,2,3,0.6666666666666666
alguien,que,le,2,5,0.4
como,es,que,2,10,0.2
