Term 1,Term 2,Term 3,Frequency,Context Frequency,Conditional Probability
<,nmms,que,2,47,0.0425531914893617
en,su,clase,2,23,0.08695652173913043
canon,que,me,2,2,1.0
>,<,costo,2,12341,0.00016206142127866461
nooo,>,<,2,2,1.0
letal,>,<,2,2,1.0
no,lo,conozco,2,40,0.05
dije,que,no,2,18,0.1111111111111111
por,mi,>,2,11,0.18181818181818182
que,le,apure,2,48,0.041666666666666664
este,fue,el,2,3,0.6666666666666666
quiero,morir,>,2,2,1.0
<,este,fue,2,16,0.125
cuidado,mi,estimado,2,2,1.0
>,<,olvidalo,2,12341,0.00016206142127866461
otra,partida,>,2,2,1.0
novio,de,mi,2,3,0.6666666666666666
<,no,merezco,2,416,0.004807692307692308
mi,error,>,2,2,1.0
despejar,mi,mente,2,2,1.0
mi,mente,>,2,7,0.2857142857142857
vavava,muchas,gracias,2,2,1.0
preguntaron,por,mi,2,2,1.0
<,y,escuche,2,991,0.0020181634712411706
de,la,notaria,2,155,0.012903225806451613
pq,me,dijo,2,24,0.08333333333333333
le,apure,>,2,2,1.0
correcto,>,<,2,2,1.0
acaban,de,llamar,2,6,0.3333333333333333
<,vavava,muchas,2,106,0.018867924528301886
entrada,>,<,2,2,1.0
apure,>,<,2,2,1.0
<,nadamas,preguntaron,2,13,0.15384615384615385
nadamas,preguntaron,por,2,2,1.0
a,desayunar,con,2,4,0.5
desayunar,con,nosotros,2,2,1.0
lego,star,wars,2,2,1.0
<,pinche,serie,2,35,0.05714285714285714
<,tons,>,2,46,0.043478260869565216
anillos,de,poder,2,2,1.0
hare,>,<,2,2,1.0
<,te,tengo,2,79,0.02531645569620253
clienteid,(,clave,2,2,1.0
un,poco,y,2,47,0.0425531914893617
<,clienteid,(,2,2,1.0
<,sacame,de,2,3,0.6666666666666666
la,muerte,>,2,5,0.4
el,viernes,>,2,9,0.2222222222222222
>,<,clienteid,2,12341,0.00016206142127866461
ya,no,hay,2,59,0.03389830508474576
vertical,>,<,2,2,1.0
<,ellos,si,2,3,0.6666666666666666
<,el,ghost,2,182,0.01098901098901099
puta,>,<,2,2,1.0
el,ghost,of,2,4,0.5
re,god,>,2,3,0.6666666666666666
mongoles,es,mi,2,2,1.0
es,mi,pasión,2,11,0.18181818181818182
mi,pasión,>,2,2,1.0
pasión,>,<,2,2,1.0
>,<,nononono,2,12341,0.00016206142127866461
depa,de,mi,2,2,1.0
lo,que,llevo,2,123,0.016260162601626018
los,anillos,de,2,4,0.5
<,ahi,le,2,45,0.044444444444444446
correo,electrónico,>,2,2,1.0
<,de,aqui,2,93,0.021505376344086023
tia,",",>,2,2,1.0
<,correo,electrónico,2,2,1.0
no,hace,nada,2,5,0.4
mi,tia,y,2,12,0.16666666666666666
punto,de,vista,2,5,0.4
>,<,correo,2,12341,0.00016206142127866461
<,teléfono,>,2,2,1.0
de,vista,de,2,2,1.0
frase,>,<,2,2,1.0
>,<,teléfono,2,12341,0.00016206142127866461
>,<,-número,2,12341,0.00016206142127866461
<,no,pues,2,416,0.004807692307692308
es,algo,>,2,5,0.4
apellido,>,<,2,2,1.0
de,whatsapp,>,2,5,0.4
dentista,>,<,2,2,1.0
a,y,no,2,7,0.2857142857142857
el,dolor,y,2,3,0.6666666666666666
que,todo,mi,2,6,0.3333333333333333
<,apellido,>,2,2,1.0
<,simón,simón,2,13,0.15384615384615385
>,<,apellido,2,12341,0.00016206142127866461
simón,simón,>,2,2,1.0
<,nombre,>,2,9,0.2222222222222222
nmms,neta,?,2,2,1.0
que,llevo,de,2,3,0.6666666666666666
llevo,de,historia,2,2,1.0
<,y,ese,2,991,0.0020181634712411706
el,depa,de,2,2,1.0
),se,ve,2,2,1.0
front,>,<,2,2,1.0
que,veas,>,2,5,0.4
para,que,hagas,2,56,0.03571428571428571
de,hecho,esta,2,25,0.08
el,primer,día,2,8,0.25
<,figueeeee,>,2,2,1.0
este,es,el,2,5,0.4
<,wacha,este,2,12,0.16666666666666666
donovan,>,<,2,2,1.0
wacha,este,pedo,2,2,1.0
>,<,figueeeee,2,12341,0.00016206142127866461
este,pedo,>,2,2,1.0
lo,grabo,y,2,5,0.4
y,trae,un,2,2,1.0
en,la,dificultad,2,111,0.018018018018018018
<,no,para,2,416,0.004807692307692308
verduzco,>,<,2,2,1.0
la,dificultad,mas,2,2,1.0
<,ya,llevo,2,583,0.003430531732418525
y,cuando,me,2,18,0.1111111111111111
use,la,técnica,2,2,1.0
forum,buenavista,>,2,2,1.0
en,forum,buenavista,2,3,0.6666666666666666
<,en,forum,2,112,0.017857142857142856
ahi,esta,la,2,5,0.4
>,<,peeeeero,2,12341,0.00016206142127866461
en,el,transcurso,2,180,0.011111111111111112
henry,stickmin,>,2,2,1.0
enemigos,>,<,2,2,1.0
y,mira,me,2,15,0.13333333333333333
y,cambia,el,2,2,1.0
<,pero,todos,2,345,0.005797101449275362
<,pq,todos,2,208,0.009615384615384616
en,el,depa,2,180,0.011111111111111112
allá,>,<,2,2,1.0
>,<,armando,2,12341,0.00016206142127866461
ya,voy,para,2,41,0.04878048780487805
ahi,ta,el,2,9,0.2222222222222222
stickmin,>,<,2,2,1.0
<,perdi,la,2,4,0.5
la,armadura,y,2,6,0.3333333333333333
voy,para,mi,2,3,0.6666666666666666
la,pelea,",",2,7,0.2857142857142857
160,>,<,2,2,1.0
ya,me,enamore,2,122,0.01639344262295082
es,la,del,2,47,0.0425531914893617
<,ontas,tu,2,97,0.020618556701030927
<,estoy,a,2,43,0.046511627906976744
<,esta,de,2,46,0.043478260869565216
a,ti,te,2,12,0.16666666666666666
<,chaaale,we,2,20,0.1
chaaale,we,>,2,2,1.0
mi,tia,",",2,12,0.16666666666666666
es,el,mismo,2,66,0.030303030303030304
me,quedo,el,2,23,0.08695652173913043
la,mamastrosa,>,2,5,0.4
e,men,mi,2,20,0.1
men,mi,mamá,2,2,1.0
materia,>,<,2,2,1.0
mitad,>,<,2,2,1.0
<,soy,dios,2,22,0.09090909090909091
me,compro,el,2,4,0.5
dicho,>,<,2,2,1.0
al,rato,puedes,2,40,0.05
te,parece,>,2,5,0.4
me,lo,saludas,2,37,0.05405405405405406
de,mi,parte,2,63,0.031746031746031744
mi,parte,>,2,2,1.0
soy,dios,>,2,2,1.0
esto,si,me,2,3,0.6666666666666666
aun,asi,no,2,12,0.16666666666666666
la,de,escritorio,2,48,0.041666666666666664
como,no,lo,2,8,0.25
a,ver,deja,2,115,0.017391304347826087
de,venta,>,2,3,0.6666666666666666
vida,xd,>,2,2,1.0
pues,no,me,2,4,0.5
son,?,>,2,3,0.6666666666666666
pues,ya,estoy,2,15,0.13333333333333333
>,<,sea,2,12341,0.00016206142127866461
2,dias,>,2,5,0.4
<,bueno,tons,2,115,0.017391304347826087
le,cortaron,mal,2,2,1.0
electrónico,>,<,2,2,1.0
<,asi,?,2,30,0.06666666666666667
>,<,nonono,2,12341,0.00016206142127866461
de,la,base,2,155,0.012903225806451613
las,siguientes,secciones,2,4,0.5
>,<,yes,2,12341,0.00016206142127866461
se,me,antojo,2,91,0.02197802197802198
documento,deberá,tener,2,2,1.0
<,the,forest,2,2,1.0
>,<,the,2,12341,0.00016206142127866461
y,la,verdad,2,39,0.05128205128205128
<,nonono,>,2,2,1.0
de,60,°,2,2,1.0
te,digo,lo,2,30,0.06666666666666667
pero,a,mi,2,10,0.2
retraso,de,60,2,2,1.0
ahorita,como,que,2,3,0.6666666666666666
el,retraso,de,2,2,1.0
nonono,>,<,2,2,1.0
ya,me,tumbo,2,122,0.01639344262295082
saco,>,<,2,2,1.0
valor,>,<,2,2,1.0
),.,>,2,3,0.6666666666666666
<,entonces,ya,2,35,0.05714285714285714
pude,dormir,un,2,3,0.6666666666666666
dormir,un,rato,2,3,0.6666666666666666
<,velo,como,2,3,0.6666666666666666
<,vavava,y,2,106,0.018867924528301886
mas,difícil,>,2,2,1.0
<,fecha,de,2,2,1.0
recuerdas,que,te,2,5,0.4
el,mundo,xd,2,15,0.13333333333333333
color,>,<,2,2,1.0
>,<,precio,2,12341,0.00016206142127866461
vehiculoid,(,clave,2,2,1.0
me,lo,voy,2,37,0.05405405405405406
arriba,>,<,2,2,1.0
funciona,?,>,2,2,1.0
a,lo,inhumano,2,49,0.04081632653061224
mundo,xd,>,2,2,1.0
vez,que,si,2,10,0.2
vergo,de,cosas,2,3,0.6666666666666666
usted,mi,estimado,2,2,1.0
a,ir,el,2,29,0.06896551724137931
pero,siempre,me,2,4,0.5
<,vehiculoid,(,2,3,0.6666666666666666
<,todo,perfecto,2,20,0.1
no,se,arma,2,206,0.009708737864077669
todo,perfecto,>,2,2,1.0
si,no,se,2,89,0.02247191011235955
<,como,ya,2,103,0.019417475728155338
afuera,>,<,2,2,1.0
si,bro,no,2,33,0.06060606060606061
tanto,que,me,2,4,0.5
avisan,>,<,2,2,1.0
me,avisan,>,2,2,1.0
le,hice,su,2,5,0.4
y,vas,a,2,2,1.0
de,que,voy,2,106,0.018867924528301886
dile,a,ricardo,2,4,0.5
>,<,fecha,2,12341,0.00016206142127866461
que,le,di,2,48,0.041666666666666664
clave,foránea,de,2,2,1.0
y,es,por,2,20,0.1
estaba,bien,>,2,2,1.0
con,la,duda,2,40,0.05
de,un,carro,2,27,0.07407407407407407
(,clave,foránea,2,6,0.3333333333333333
seguirle,>,<,2,2,1.0
a,mitad,de,2,2,1.0
quede,con,la,2,2,1.0
o,nel,>,2,2,1.0
>,<,tipo,2,12341,0.00016206142127866461
mañana,se,arma,2,2,1.0
me,quede,con,2,11,0.18181818181818182
>,<,estado,2,12341,0.00016206142127866461
me,quedo,la,2,23,0.08695652173913043
<,mañana,a,2,41,0.04878048780487805
hoy,es,el,2,4,0.5
>,<,descripción,2,12341,0.00016206142127866461
<,ahuevo,si,2,20,0.1
el,lado,bueno,2,3,0.6666666666666666
<,y,vas,2,991,0.0020181634712411706
<,de,entrada,2,93,0.021505376344086023
sera,luego,>,2,2,1.0
bueno,ya,ni,2,4,0.5
a,ver,mi,2,115,0.017391304347826087
mi,casa,pq,2,26,0.07692307692307693
en,la,escuela,2,111,0.018018018018018018
como,ves,>,2,6,0.3333333333333333
hay,cosas,que,2,2,1.0
mi,tía,que,2,8,0.25
ps,no,se,2,8,0.25
<,pq,soy,2,208,0.009615384615384616
decirle,a,mi,2,3,0.6666666666666666
<,hoy,vamos,2,75,0.02666666666666667
que,paso,en,2,10,0.2
dejo,pasar,>,2,3,0.6666666666666666
solo,que,no,2,9,0.2222222222222222
>,<,les,2,12341,0.00016206142127866461
placer,bro,>,2,2,1.0
dije,que,si,2,18,0.1111111111111111
<,en,si,2,112,0.017857142857142856
un,placer,bro,2,4,0.5
>,<,ayudaaa,2,12341,0.00016206142127866461
<,nice,>,2,7,0.2857142857142857
voy,de,camino,2,3,0.6666666666666666
de,camino,>,2,3,0.6666666666666666
recomiendame,un,juego,2,2,1.0
>,<,habemus,2,12341,0.00016206142127866461
verla,>,<,2,2,1.0
por,si,quieres,2,19,0.10526315789473684
me,hacen,sentir,2,3,0.6666666666666666
paso,en,febrero,2,3,0.6666666666666666
foxy,saltandose,clase,2,2,1.0
<,bueno,ya,2,115,0.017391304347826087
voy,a,mi,2,214,0.009345794392523364
>,<,epico,2,12341,0.00016206142127866461
son,aleatorios,>,2,2,1.0
>,<,después,2,12341,0.00016206142127866461
para,terraria,1.4,2,2,1.0
aun,no,llega,2,38,0.05263157894736842
tienes,planes,para,2,2,1.0
y,tienes,planes,2,3,0.6666666666666666
<,y,tienes,2,991,0.0020181634712411706
<,yamero,>,2,4,0.5
yamero,>,<,2,2,1.0
<,como,siempre,2,103,0.019417475728155338
si,me,quedo,2,116,0.017241379310344827
<,epico,>,2,2,1.0
efren,>,<,2,2,1.0
>,<,según,2,12341,0.00016206142127866461
a,mi,abue,2,105,0.01904761904761905
cuando,llegue,a,2,4,0.5
y,escuche,un,2,3,0.6666666666666666
a,un,niño,2,39,0.05128205128205128
no,dormí,por,2,4,0.5
por,la,emoción,2,19,0.10526315789473684
la,emoción,>,2,2,1.0
mamon,>,<,2,2,1.0
<,foxy,saltandose,2,6,0.3333333333333333
siento,que,me,2,21,0.09523809523809523
detecta,la,fuente,2,2,1.0
<,sale,con,2,24,0.08333333333333333
sale,con,cuidado,2,2,1.0
>,<,confirmo,2,12341,0.00016206142127866461
aun,no,le,2,38,0.05263157894736842
ellos,>,<,2,2,1.0
<,te,amo,2,79,0.02531645569620253
te,aviso,si,2,11,0.18181818181818182
<,y,regreso,2,991,0.0020181634712411706
>,<,madres,2,12341,0.00016206142127866461
tons,vas,a,2,2,1.0
<,tons,vas,2,46,0.043478260869565216
coleccionables,>,<,2,2,1.0
ponerlo,a,instalar,2,2,1.0
este,armando,y,2,2,1.0
el,vicio,>,2,2,1.0
hoy,no,fui,2,10,0.2
ahi,?,>,2,2,1.0
sale,stream,?,2,3,0.6666666666666666
lego,>,<,2,2,1.0
de,la,que,2,155,0.012903225806451613
<,no,ps,2,416,0.004807692307692308
vicio,>,<,2,2,1.0
no,le,gustan,2,32,0.0625
<,besto,inversión,2,7,0.2857142857142857
con,nosotros,>,2,2,1.0
y,a,mi,2,30,0.06666666666666667
a,mi,si,2,105,0.01904761904761905
mi,si,>,2,3,0.6666666666666666
<,10,>,2,7,0.2857142857142857
y,david,>,2,4,0.5
o,mañana,?,2,7,0.2857142857142857
sueño,xd,>,2,2,1.0
me,detecta,la,2,3,0.6666666666666666
ya,le,estoy,2,35,0.05714285714285714
pa,atras,>,2,2,1.0
ir,pa,atras,2,2,1.0
a,ir,pa,2,29,0.06896551724137931
que,te,vas,2,57,0.03508771929824561
hackaton,>,<,2,2,1.0
no,me,detecta,2,140,0.014285714285714285
como,lo,ves,2,7,0.2857142857142857
de,la,muerte,2,155,0.012903225806451613
los,pago,xd,2,3,0.6666666666666666
mi,tia,me,2,12,0.16666666666666666
las,diarias,de,2,3,0.6666666666666666
dijo,que,cuando,2,21,0.09523809523809523
agencie,>,<,2,2,1.0
cic,>,<,2,2,1.0
me,agencie,>,2,2,1.0
el,genshin,y,2,13,0.15384615384615385
lo,piedra,en,2,2,1.0
piedra,en,el,2,2,1.0
al,cic,>,2,3,0.6666666666666666
pago,xd,>,2,2,1.0
eterno,>,<,2,2,1.0
minecraft,",",>,2,2,1.0
la,va,a,2,2,1.0
aleatorios,>,<,2,2,1.0
si,voy,>,2,6,0.3333333333333333
que,le,digas,2,48,0.041666666666666664
a,una,incursión,2,16,0.125
esto,",",>,2,2,1.0
la,vida,>,2,4,0.5
historia,de,fnaf,2,3,0.6666666666666666
el,hollow,knight,2,2,1.0
1,",",>,2,2,1.0
ya,no,podre,2,59,0.03389830508474576
que,es,para,2,56,0.03571428571428571
ya,me,wa,2,122,0.01639344262295082
hollow,knight,y,2,7,0.2857142857142857
gg,>,<,2,2,1.0
que,hora,es,2,21,0.09523809523809523
fuimos,al,cine,2,3,0.6666666666666666
del,31,al,2,2,1.0
31,al,7,2,2,1.0
msi,katana,gf66,2,2,1.0
3050,>,<,2,2,1.0
talvez,un,dia,2,2,1.0
pierde,mi,familia,2,2,1.0
felicitas,a,ricardo,2,2,1.0
creo,que,talvez,2,116,0.017241379310344827
un,dia,>,2,9,0.2222222222222222
>,<,amlo,2,12341,0.00016206142127866461
<,gg,>,2,2,1.0
ya,me,fui,2,122,0.01639344262295082
una,incursión,>,2,2,1.0
tt,?,>,2,2,1.0
como,es,y,2,10,0.2
incursión,>,<,2,2,1.0
los,joestar,>,2,3,0.6666666666666666
joestar,>,<,2,2,1.0
malos,>,<,2,2,1.0
directora,>,<,2,2,1.0
<,si,pq,2,547,0.003656307129798903
y,cuando,vas,2,18,0.1111111111111111
david,y,armando,2,2,1.0
cuando,vas,a,2,2,1.0
la,expo,de,2,2,1.0
compañía,>,<,2,2,1.0
llegó,a,las,2,3,0.6666666666666666
pq,me,pedi,2,24,0.08333333333333333
brincar,el,ojo,2,2,1.0
vamos,a,ver,2,23,0.08695652173913043
armadura,de,kratos,2,7,0.2857142857142857
>,<,amo,2,12341,0.00016206142127866461
de,kratos,>,2,2,1.0
de,brincar,el,2,2,1.0
kratos,>,<,2,2,1.0
vacaciones,?,>,2,2,1.0
los,nervios,>,2,2,1.0
<,admira,la,2,4,0.5
tenia,>,<,2,2,1.0
para,mi,un,2,10,0.2
el,miércoles,a,2,6,0.3333333333333333
le,digas,a,2,3,0.6666666666666666
por,ella,>,2,4,0.5
digas,a,ricardo,2,2,1.0
si,he,estado,2,4,0.5
poder,del,sol,2,3,0.6666666666666666
sol,>,<,2,2,1.0
en,la,palma,2,111,0.018018018018018018
ya,llego,>,2,3,0.6666666666666666
es,puto,>,2,2,1.0
la,palma,de,2,2,1.0
palma,de,mi,2,2,1.0
y,van,a,2,2,1.0
de,mi,mano,2,63,0.031746031746031744
mi,mano,>,2,2,1.0
namas,que,no,2,8,0.25
los,de,la,2,17,0.11764705882352941
la,casa,de,2,7,0.2857142857142857
<,ya,aparte,2,583,0.003430531732418525
dile,a,ese,2,4,0.5
ver,si,al,2,44,0.045454545454545456
tu,ayuda,>,2,3,0.6666666666666666
3209,>,<,2,2,1.0
caemos,>,<,2,2,1.0
te,caemos,>,2,2,1.0
<,lo,gracioso,2,107,0.018691588785046728
<,sigue,en,2,3,0.6666666666666666
me,lleva,>,2,10,0.2
lleva,>,<,2,2,1.0
<,pq,siento,2,208,0.009615384615384616
la,función,>,2,2,1.0
escuela,y,eso,2,5,0.4
puto,dios,>,2,2,1.0
ricardo,xd,>,2,2,1.0
<,tons,no,2,46,0.043478260869565216
>,<,gg,2,12341,0.00016206142127866461
mi,equipo,>,2,11,0.18181818181818182
en,casa,de,2,3,0.6666666666666666
hoy,vamos,a,2,3,0.6666666666666666
daniel,>,<,2,2,1.0
>,<,diles,2,12341,0.00016206142127866461
peluche,>,<,2,2,1.0
ya,tu,y,2,2,1.0
que,me,repusieron,2,189,0.010582010582010581
un,puto,dios,2,3,0.6666666666666666
función,>,<,2,2,1.0
soy,un,puto,2,9,0.2222222222222222
ocupao,?,>,2,2,1.0
primaria,>,<,2,2,1.0
mi,salón,>,2,2,1.0
tas,ocupao,?,2,2,1.0
<,tas,ocupao,2,20,0.1
eso,me,la,2,9,0.2222222222222222
<,pq,ves,2,208,0.009615384615384616
mi,mamá,pq,2,87,0.022988505747126436
fechas,>,<,2,2,1.0
le,mueves,a,2,2,1.0
<,._.xd,>,2,2,1.0
<,ricardo,>,2,4,0.5
mando,foto,>,2,2,1.0
<,le,acabo,2,60,0.03333333333333333
pokemon,?,>,2,2,1.0
a,la,mayoría,2,112,0.017857142857142856
personajes,>,<,2,2,1.0
los,personajes,>,2,3,0.6666666666666666
la,mayoría,de,2,5,0.4
yo,ni,se,2,4,0.5
está,buenisimo,>,2,2,1.0
<,está,buenisimo,2,7,0.2857142857142857
el,mapa,>,2,5,0.4
>,<,justamente,2,12341,0.00016206142127866461
bye,>,<,2,2,1.0
cus,bye,>,2,2,1.0
<,cus,bye,2,2,1.0
>,<,cus,2,12341,0.00016206142127866461
de,terraria,?,2,8,0.25
<,menos,los,2,3,0.6666666666666666
mi,favorito,el,2,4,0.5
<,cierto,cierto,2,17,0.11764705882352941
<,y,ni,2,991,0.0020181634712411706
relantiza,el,juego,2,2,1.0
se,relantiza,el,2,2,1.0
<,cuando,lo,2,37,0.05405405405405406
me,jala,>,2,2,1.0
no,me,jala,2,140,0.014285714285714285
<,si,prendo,2,547,0.003656307129798903
<,no,deja,2,416,0.004807692307692308
cierto,cierto,>,2,2,1.0
esa,>,<,2,2,1.0
<,mira,es,2,67,0.029850746268656716
pero,que,hueva,2,17,0.11764705882352941
pokemon,xd,>,2,2,1.0
a,los,pokemon,2,40,0.05
voy,a,dejar,2,214,0.009345794392523364
>,<,nuestro,2,12341,0.00016206142127866461
leer,el,chat,2,3,0.6666666666666666
mi,mamá,no,2,87,0.022988505747126436
puntos,xd,>,2,2,1.0
nadamas,que,no,2,4,0.5
ahora,si,prendo,2,28,0.07142857142857142
no,creo,prender,2,27,0.07407407407407407
comiendo,xd,>,2,2,1.0
las,5,o,2,8,0.25
por,las,5,2,17,0.11764705882352941
<,ya,ya,2,583,0.003430531732418525
hermano,tiene,clases,2,2,1.0
lo,checo,>,2,2,1.0
me,acuerdo,bien,2,12,0.16666666666666666
no,lo,habia,2,40,0.05
<,dime,que,2,3,0.6666666666666666
tal,cual,en,2,7,0.2857142857142857
mi,voz,>,2,3,0.6666666666666666
mi,hermano,tiene,2,32,0.0625
la,tarde,>,2,5,0.4
pagar,lo,del,2,3,0.6666666666666666
vista,se,veia,2,2,1.0
a,pagar,lo,2,6,0.3333333333333333
un,tiro,>,2,2,1.0
de,un,tiro,2,27,0.07407407407407407
creo,que,fue,2,116,0.017241379310344827
feliz,navidad,bro,2,4,0.5
pila,>,<,2,2,1.0
la,vista,se,2,2,1.0
y,a,que,2,30,0.06666666666666667
veia,>,<,2,2,1.0
se,veia,>,2,8,0.25
apenas,y,se,2,3,0.6666666666666666
y,ufff,>,2,3,0.6666666666666666
<,y,ufff,2,991,0.0020181634712411706
atareado,>,<,2,2,1.0
también,lo,de,2,3,0.6666666666666666
le,acabo,de,2,2,1.0
pero,ya,voy,2,25,0.08
acabo,de,encontrar,2,29,0.06896551724137931
tengo,que,cambiar,2,24,0.08333333333333333
<,deja,pruebo,2,38,0.05263157894736842
ahora,sí,a,2,4,0.5
aaaahhhhh,>,<,2,2,1.0
<,aaaahhhhh,>,2,2,1.0
>,<,aaaahhhhh,2,12341,0.00016206142127866461
pero,va,a,2,5,0.4
aaaaaaahhhhh,>,<,2,2,1.0
puntos,de,canal,2,3,0.6666666666666666
tu,que,dices,2,5,0.4
u,hora,y,2,2,1.0
hora,u,hora,2,2,1.0
una,hora,u,2,7,0.2857142857142857
>,<,tampoco,2,12341,0.00016206142127866461
<,y,ahí,2,991,0.0020181634712411706
que,cambiar,la,2,3,0.6666666666666666
cambiar,la,ventana,2,2,1.0
igual,de,bien,2,8,0.25
hago,xd,>,2,2,1.0
que,le,digo,2,48,0.041666666666666664
pero,ya,se,2,25,0.08
así,?,>,2,2,1.0
mi,?,>,2,2,1.0
y,como,se,2,32,0.0625
prendo,bro,>,2,2,1.0
la,hago,xd,2,4,0.5
de,bien,>,2,2,1.0
pase,xd,>,2,2,1.0
me,los,pase,2,5,0.4
también,no,me,2,3,0.6666666666666666
<,porque,también,2,69,0.028985507246376812
1,y,2,2,4,0.5
y,no,no,2,83,0.024096385542168676
tanto,xd,>,2,2,1.0
ni,tanto,xd,2,4,0.5
2,horas,>,2,4,0.5
ya,ni,me,2,18,0.1111111111111111
ya,se,arreglo,2,52,0.038461538461538464
creo,xd,>,2,2,1.0
admin,>,<,2,2,1.0
que,para,hacer,2,6,0.3333333333333333
hace,xd,>,2,2,1.0
se,hace,xd,2,2,1.0
ventana,y,ya,2,3,0.6666666666666666
a,pantalla,completa,2,2,1.0
a,intentar,>,2,5,0.4
<,ya,jalo,2,583,0.003430531732418525
curación,>,<,2,2,1.0
suerte,no,se,2,2,1.0
por,suerte,no,2,4,0.5
a,mi,perro,2,105,0.01904761904761905
arreglo,>,<,2,2,1.0
pantalla,completa,>,2,4,0.5
<,me,tomo,2,248,0.008064516129032258
le,pare,>,2,4,0.5
15,>,<,2,2,1.0
<,ahorita,tengo,2,97,0.020618556701030927
sigo,>,<,2,2,1.0
le,sigo,>,2,4,0.5
contra,el,jefe,2,5,0.4
que,dije,que,2,2,1.0
ya,se,lo,2,52,0.038461538461538464
completa,>,<,2,2,1.0
ya,?,>,2,2,1.0
<,ya,?,2,583,0.003430531732418525
que,se,murió,2,79,0.02531645569620253
>,<,9,2,12341,0.00016206142127866461
la,ventana,y,2,5,0.4
es,que,se,2,183,0.01092896174863388
sigo,con,la,2,3,0.6666666666666666
opinión,>,<,2,2,1.0
que,me,pidió,2,189,0.010582010582010581
que,salga,>,2,4,0.5
recomiendas,>,<,2,2,1.0
me,recomiendas,>,2,5,0.4
cual,me,recomiendas,2,3,0.6666666666666666
me,gusto,la,2,23,0.08695652173913043
paneles,>,<,2,2,1.0
los,paneles,>,2,2,1.0
<,de,los,2,93,0.021505376344086023
un,avance,>,2,4,0.5
ya,es,un,2,18,0.1111111111111111
que,ya,es,2,69,0.028985507246376812
conozco,>,<,2,2,1.0
lo,conozco,>,2,3,0.6666666666666666
<,ya,somos,2,583,0.003430531732418525
inter,>,<,2,2,1.0
el,inter,>,2,5,0.4
>,<,programa,2,12341,0.00016206142127866461
<,de,seguro,2,93,0.021505376344086023
seguro,va,a,2,2,1.0
dejarte,entrar,>,2,2,1.0
mmmmm,>,<,2,2,1.0
<,mmmmm,>,2,3,0.6666666666666666
ese,?,>,2,2,1.0
ahora,?,>,2,2,1.0
y,ahora,?,2,19,0.10526315789473684
>,<,deberia,2,12341,0.00016206142127866461
deberia,dejarte,entrar,2,2,1.0
a,ser,el,2,32,0.0625
cambio,de,juego,2,4,0.5
pero,mira,>,2,2,1.0
fin,>,<,2,2,1.0
<,entonces,por,2,35,0.05714285714285714
<,y,este,2,991,0.0020181634712411706
da,miedo,>,2,6,0.3333333333333333
ya,le,pare,2,35,0.05714285714285714
lo,que,configuro,2,123,0.016260162601626018
volver,a,prender,2,9,0.2222222222222222
<,el,l4d,2,182,0.01098901098901099
la,beta,>,2,9,0.2222222222222222
estar,en,la,2,10,0.2
puedo,estar,en,2,3,0.6666666666666666
por,la,nostalgia,2,19,0.10526315789473684
ve,con,madre,2,3,0.6666666666666666
se,ve,con,2,61,0.03278688524590164
o,mañana,>,2,7,0.2857142857142857
2022,>,<,2,2,1.0
con,eso,>,2,10,0.2
se,vaya,a,2,2,1.0
que,si,era,2,119,0.01680672268907563
lo,acabe,>,2,3,0.6666666666666666
me,lo,acabe,2,37,0.05405405405405406
y,apenas,me,2,6,0.3333333333333333
<,a,te,2,264,0.007575757575757576
en,un,juego,2,38,0.05263157894736842
partidas,>,<,2,2,1.0
para,distraerme,>,2,2,1.0
suerte,en,tus,2,4,0.5
por,las,6,2,17,0.11764705882352941
pero,luego,>,2,4,0.5
me,llene,de,2,2,1.0
todo,salio,bien,2,2,1.0
<,todo,salio,2,20,0.1
<,se,cancelo,2,104,0.019230769230769232
que,no,hice,2,132,0.015151515151515152
<,c,cancela,2,3,0.6666666666666666
que,ahora,si,2,3,0.6666666666666666
mas,seguro,es,2,6,0.3333333333333333
monitor,>,<,2,2,1.0
segundo,monitor,>,2,2,1.0
xp,>,<,2,2,1.0
>,<,dejame,2,12341,0.00016206142127866461
se,muere,la,2,3,0.6666666666666666
equivocado,>,<,2,2,1.0
el,correo,del,2,3,0.6666666666666666
<,o,me,2,111,0.018018018018018018
ganas,de,prender,2,23,0.08695652173913043
manera,>,<,2,2,1.0
loco,>,<,2,2,1.0
<,porque,pues,2,69,0.028985507246376812
la,familia,>,2,3,0.6666666666666666
<,ya,obtuve,2,583,0.003430531732418525
editor,>,<,2,2,1.0
digo,que,se,2,28,0.07142857142857142
faltaban,>,<,2,2,1.0
y,los,que,2,18,0.1111111111111111
imagenes,>,<,2,2,1.0
segun,yo,no,2,4,0.5
<,deja,ver,2,38,0.05263157894736842
si,sirve,>,2,3,0.6666666666666666
hasta,el,sabado,2,22,0.09090909090909091
domingo,>,<,2,2,1.0
el,miercoles,y,2,6,0.3333333333333333
que,es,tarea,2,56,0.03571428571428571
social,>,<,2,2,1.0
>,<,hago,2,12341,0.00016206142127866461
a,la,cabeza,2,112,0.017857142857142856
pero,ese,es,2,3,0.6666666666666666
orientacion,xd,>,2,2,1.0
de,orientacion,xd,2,2,1.0
>,<,orientacion,2,12341,0.00016206142127866461
miercoles,y,jueves,2,2,1.0
<,porque,el,2,69,0.028985507246376812
maestro,>,<,2,2,1.0
<,o,terraria,2,111,0.018018018018018018
